མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,2890,2,《པེ་》《སྣར་》,བུ།,
,,2891,3,《པེ་》《སྣར་》,གྱི།,
,,2892,4,《པེ་》《སྣར་》,ཞིག།,
,,2893,5,《པེ་》《སྣར་》,ལྟའོ།,
,,2894,6,《པེ་》《སྣར་》,རྫི།,
,,2895,7,《པེ་》《སྣར་》,ཉིད་སྟན།,
,,2896,8,《པེ་》《སྣར་》,གཞན།,
,784,2897,1,《པེ་》,འཛུད་མཐོང་།,《སྣར་》,འཛུད་པ་ཐོང་།
,,2898,2,《པེ་》《སྣར་》,བསྙེད།,
,,2899,3,《པེ་》《སྣར་》,ཆུའང་།,
,,2900,4,《སྣར་》,སྟན།,
,,2901,5,《སྣར་》,།། །།,
,,2902,6,《པེ་》《སྣར་》,པར།,
,,2903,7,《སྣར་》,པ།,
,,2904,8,《པེ་》《སྣར་》,བཟུང་།,
,785,2905,1,《པེ་》《སྣར་》,pཀྱིས།,
,,2906,2,《པེ་》《སྣར་》,།།,
,,2907,3,《པེ་》《སྣར་》,།། །།,
,,2908,4,《པེ་》《སྣར་》,mདང་།,
,,2909,5,《སྣར་》,དགོས།,
,,2910,6,《པེ་》《སྣར་》,ལོ།,
,,2911,7,《པེ་》《སྣར་》,ལས།,
,,2912,8,《པེ་》《སྣར་》,གི།,
,,2913,9,《པེ་》《སྣར་》,mཔ།,
,,2914,10,《པེ་》《སྣར་》,pབ།,
,,2915,11,《པེ་》《སྣར་》,འདའ་བ།,
,786,2916,1,《པེ་》《སྣར་》,མངོན།,
,,2917,2,《པེ་》《སྣར་》,ཞིང་།,
,,2918,3,《པེ་》《སྣར་》,གིས།,
,,2919,4,《པེ་》《སྣར་》,པས།,
,,2920,5,《པེ་》《སྣར་》,ཀྱི།,
,,2921,6,《པེ་》《སྣར་》,སྐྱེད།,
,,2922,7,《པེ་》,ཀྱི།,
,,2923,8,《པེ་》《སྣར་》,ལས།,
,787,2924,1,《པེ་》,དེར་ཐེག,《སྣར་》,དེར་ཐོག
,,2925,2,《པེ་》,ནས།,《སྣར་》,ན།
,,2926,3,《པེ་》《སྣར་》,པ་ལྟ།,
,,2927,4,《པེ་》,pང་།,《སྣར་》,pདང་།
,788,2928,1,《སྣར་》,ལ།,
,,2929,2,《པེ་》《སྣར་》,མཐོ།,
,,2930,3,《སྣར་》,mཔ།,
,,2931,4,《སྣར་》,ནི།,
,,2932,5,《པེ་》《སྣར་》,དེ།,
,,2933,6,《པེ་》《སྣར་》,pདང་།,
,789,2934,1,《པེ་》《སྣར་》,pམང་།,
,,2935,2,《པེ་》《སྣར་》,ཆེ།,
,,2936,3,《པེ་》《སྣར་》,སྦྱིན།,
,,2937,4,《པེ་》,ལ།,
,,2938,5,《སྣར་》,དཀུག,
,,2939,6,《པེ་》,ན་འདིར།,《སྣར་》,ན་འདི།
,790,2940,1,《པེ་》《སྣར་》,pཆེད་དུ།,
,,2941,2,《སྣར་》,གནང་།,
,,2942,3,《པེ་》《སྣར་》,pདུ།,
,,2943,4,《པེ་》《སྣར་》,ཅི།,
,,2944,5,《པེ་》《སྣར་》,ཆེའི།,
,,2945,6,《སྣར་》,པའི།,
,791,2946,1,《པེ་》,བསལ་བ།,《སྣར་》,གསལ་བ།
,,2947,2,《པེ་》《སྣར་》,དེས།,
,,2948,3,《པེ་》《སྣར་》,mཔ།,
,,2949,4,《པེ་》《སྣར་》,གི།,
,,2950,5,《པེ་》《སྣར་》,ཚེའི།,
,,2951,6,《པེ་》《སྣར་》,སྐྱེའོ།,
,,2952,7,《པེ་》《སྣར་》,དེར།,
,,2953,8,《པེ་》《སྣར་》,mནི།,
,,2954,9,《སྣར་》,mབ།,
,792,2955,1,《པེ་》,གྱི་རྒྱན།,《སྣར་》,གྱི་བརྒྱན།
,,2956,2,《སྣར་》,གྱི།,
,,2957,3,《པེ་》,པའོ།,
,,2958,4,《པེ་》《སྣར་》,འགྲུབ།,
,,2959,5,《པེ་》《སྣར་》,ལྟ།,
,,2960,6,《པེ་》《སྣར་》,པའི།,
,,2961,7,《པེ་》《སྣར་》,ཀྱིས།,
,,2962,8,《པེ་》,བྱའོ།,
,,2963,9,《པེ་》《སྣར་》,མཐོར།,
,,2964,10,《པེ་》《སྣར་》,ལ།,
,793,2965,1,《པེ་》《སྣར་》,pནི།,
,,2966,2,《པེ་》《སྣར་》,ཉིད།,
,,2967,3,《པེ་》《སྣར་》,pལ།,
,,2968,4,《པེ་》《སྣར་》,བར།,
,,2969,5,《པེ་》,དཀོད།,
,,2970,6,《པེ་》《སྣར་》,པར།,
,,2971,7,《པེ་》《སྣར་》,པས།,
,,2972,8,《པེ་》《སྣར་》,ཀྱི།,
,,2973,9,《པེ་》《སྣར་》,ཅེས།,
,,2974,10,《པེ་》《སྣར་》,ཀྱི།,
,,2975,11,《པེ་》《སྣར་》,mནི།,
,,2976,12,《པེ་》,pབ།,
,,2977,13,《པེ་》《སྣར་》,pདུ།,
,794,2978,1,《པེ་》《སྣར་》,mལུས།,
,,2979,2,《པེ་》,གྱི།,《སྣར་》,གྱིས།
,,2980,3,《སྣར་》,ལ།,
,,2981,4,《པེ་》《སྣར་》,ནས།,
,,2982,5,《པེ་》《སྣར་》,འོངས་པའི།,
,,2983,6,《པེ་》,ཚིགས།,
,,2984,7,《པེ་》《སྣར་》,བསྡུ་བ།,
,,2985,8,《པེ་》《སྣར་》,mཡང་།,
,,2986,9,《པེ་》《སྣར་》,pའཆང་བ་དང་།,
,,2987,10,《པེ་》,སྲུང་།,
,,2988,11,《སྣར་》,ཀྱི།,
,,2989,12,《པེ་》《སྣར་》,འགྲུབ།,
,,2990,13,《པེ་》,ཏོ།,
,,2991,14,《པེ་》《སྣར་》,དེའི།,
,,2992,15,《པེ་》《སྣར་》,སྲུང་།,
,795,2993,1,《པེ་》《སྣར་》,བསྟན།,
,,2994,2,《པེ་》《སྣར་》,mནི།,
,,2995,3,《སྣར་》,སཾི།,
,,2996,4,《པེ་》《ཅོ་》,སློན་པོ་སའི་རྩ་ལག་གི།,《སྣར་》,སློབ་པོ་སའི་རྩ་ལག་གིས།
,,2997,5,《པེ་》《སྣར་》,སོ།,
