མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,971,10,《སྣར་》,འདི།,
,,972,11,《པེ་》《སྣར་》,ཞིག,
,,973,12,《པེ་》《སྣར་》,གྱིས།,
,,974,13,《པེ་》《སྣར་》《ཅོ་》,རྣམ་པ་ལྔ།,
,578,975,1,《པེ་》《སྣར་》,སྟན་ལས།,《སྣར་》,བསྟན་ལས།
,,976,2,《པེ་》《སྣར་》,pཏེ།,
,,977,3,《པེ་》《སྣར་》,བསྒྲིབས།,
,,978,4,《པེ་》《སྣར་》,འཐོབ།,
,,979,5,《པེ་》《སྣར་》,pཅན།,
,,980,6,《པེ་》《སྣར་》,རྟོག,
,,981,7,《པེ་》,ཀྱིས།,
,,982,8,《པེ་》《སྣར་》,ཀྱི།,
,,983,9,《པེ་》《སྣར་》,བརྟག,
,,984,10,《པེ་》《སྣར་》,པར།,
,,985,11,《པེ་》《སྣར་》,བརྟེན།,
,,986,12,《པེ་》《སྣར་》,བསལ།,
,579,987,1,《པེ་》《སྣར་》,ཐོབ་པ་ཐོབ།,
,,988,2,《པེ་》《སྣར་》,བསྒྱུར།,
,,989,3,《སྣར་》,བ།,
,,990,4,《པེ་》《སྣར་》,བསྣུབས།,
,,991,5,《པེ་》,བསལ་བར་འབྱུང་།,《སྣར་》,གསལ་བར་འབྱུང་།
,,992,6,《པེ་》《སྣར་》,སྟོན།,
,,993,7,《པེ་》《སྣར་》,རྟོག,
,,994,8,《པེ་》《སྣར་》,དམིགས།,
,,995,9,《པེ་》《སྣར་》,mཔ།,
,,996,10,《པེ་》《སྣར་》,སོ།,
,580,997,1,《པེ་》《སྣར་》,mཔ།,
,,998,2,《པེ་》《སྣར་》,བཞི།,
,,999,3,《པེ་》《སྣར་》,mཔ།,
,,1000,4,《པེ་》《སྣར་》,རྟོག,
,,1001,5,《པེ་》《སྣར་》,mཔ།,
,,1002,6,《པེ་》《སྣར་》,རྟོག,
,,1003,7,《པེ་》《སྣར་》,mལ།,
,,1004,8,《པེ་》《སྣར་》,ས།,
,,1005,9,《པེ་》《སྣར་》,འཐུན།,
,,1006,10,《སྣར་》,དང་།,
,,1007,11,《པེ་》《སྣར་》,pདེ།,
,,1008,12,《པེ་》《སྣར་》,ན།,
,,1009,13,《པེ་》《སྣར་》,བར།,
,,1010,14,《པེ་》,བཞན།,
,,1011,15,《པེ་》《སྣར་》,རྟོག,
,581,1012,1,《པེ་》《སྣར་》,བལྟ།,
,,1013,2,《པེ་》《སྣར་》,pསྒྲ།,
,,1014,3,《པེ་》《སྣར་》,རྟོག,
,,1015,4,《པེ་》《སྣར་》,བསྒྲུབ།,
,,1016,5,《པེ་》《སྣར་》,པ།,
,,1017,6,《པེ་》《སྣར་》,བཞི།,
,,1018,7,《པེ་》《སྣར་》,ལ།,
,,1019,8,《པེ་》《སྣར་》,ཅུང་།,
,,1020,9,《པེ་》《སྣར་》,ན།,
,,1021,10,《པེ་》《སྣར་》,འདིས།,
,,1022,11,《པེ་》《སྣར་》,pཞེས།,
,582,1023,1,《པེ་》《སྣར་》,བླ།,
,,1024,2,《པེ་》《སྣར་》,བཅུའི།,
,,1025,3,《པེ་》《སྣར་》,ལ།,
,,1026,4,《པེ་》《སྣར་》,ལས།,
,,1027,5,《སྣར་》,པ།,
,,1028,6,《པེ་》《སྣར་》,pཐོབ་པ།,
,,1029,7,《པེ་》《སྣར་》,pདང་།,
,583,1030,1,《པེ་》,པས།,
,,1031,2,《པེ་》《སྣར་》,པོའི།,
,,1032,3,《པེ་》《སྣར་》,ཀྱིས།,
,,1033,4,《པེ་》,ཞུར།,
,584,1034,1,《པེ་》,pས།,
,,1035,2,《པེ་》《སྣར་》,འཐོབ།,
,,1036,3,《པེ་》《སྣར་》,བ།,
,,1037,4,《པེ་》《སྣར་》,སྟོན།,
,,1038,5,《པེ་》《སྣར་》,pའབྲས་བུ།,
,,1039,6,《པེ་》《སྣར་》,འཐོབ་པར།,
,585,1040,1,《པེ་》《སྣར་》,ལ།,
,,1041,2,《སྣར་》,མཛུད།,
,,1042,3,《པེ་》《སྣར་》,སྒོམ།,
,,1043,4,《པེ་》《སྣར་》,འཇུག,
,,1044,5,《པེ་》《སྣར་》,སྐྱེད་པ་སྐྱེད།,
,,1045,6,《པེ་》《སྣར་》,ཞུགས།,
,,1046,7,《སྣར་》,mཔ།,
,,1047,8,《པེ་》,mནི།,
,,1048,9,《པེ་》《སྣར་》,pཀྱི།,
,,1049,10,《པེ་》《སྣར་》,པ་མཁྱེན་པ།,
,,1050,11,《པེ་》《སྣར་》,pགཅིག,
,,1051,12,《སྣར་》,སྐྱེའོ།,
,,1052,13,《པེ་》《སྣར་》,mཔ།,
,586,1053,1,《པེ་》《སྣར་》,ལ།,
,,1054,2,《པེ་》,པར།,
,,1055,3,《པེ་》《སྣར་》,ན།,
,,1056,4,《པེ་》《སྣར་》,བལྟོས།,
,,1057,5,《པེ་》《སྣར་》,སྟེ།,
,,1058,6,《པེ་》《སྣར་》,པར་སྟན།,
,,1059,7,《སྣར་》,pཆོས།,
,587,1060,1,《པེ་》《སྣར་》,བྱ་བ།,
,,1061,2,《པེ་》《སྣར་》,གིས།,
,,1062,3,《པེ་》《སྣར་》,པ།,
,,1063,4,《པེ་》《སྣར་》,ལྔ།,
,,1064,5,《པེ་》《སྣར་》,འགྱུར་བ།,
,,1065,6,《པེ་》,གྱུར་པ།,《སྣར་》,ཇི་ལྟར་གྱུར་པ།
,,1066,7,《པེ་》《སྣར་》,རྫུན།,
,,1067,8,《པེ་》《སྣར་》,བར།,
,,1068,9,《པེ་》《སྣར་》,གིས།,
,,1069,10,《པེ་》《སྣར་》,pསུ།,
,,1070,11,《པེ་》《སྣར་》,མའམ།,
,,1071,12,《པེ་》《སྣར་》,བརྩག,
,588,1072,1,《པེ་》,ཀྱི།,
,,1073,2,《པེ་》,ཀྱི།,
,,1074,3,《པེ་》《སྣར་》,pསུ།,
,,1075,4,《པེ་》,ཀྱི།,
,,1076,5,《པེ་》《སྣར་》,བརྩོག,
,,1077,6,《པེ་》《སྣར་》,གཞི།,
,,1078,7,《སྣར་》,pཞིང་།,
,,1079,8,《པེ་》《སྣར་》,གི།,
,,1080,9,《པེ་》《སྣར་》,མ།,
,,1081,10,《པེ་》《སྣར་》,མ།,
,,1082,11,《པེ་》,སྲུང་།,
,589,1083,1,《པེ་》,སྔ་མ་རྟོགས།,《སྣར་》,ལྔ་མ་རྟོགས།
,,1084,2,《སྣར་》,པ་བལྟ།,
,,1085,3,《པེ་》《སྣར་》,གཞན་པ།,
,,1086,4,《པེ་》《སྣར་》,མཐའི་གསུམ་གྱི།,
,590,1087,1,《པེ་》《སྣར་》,སྐྱ།,
,,1088,2,《པེ་》《སྣར་》,ཤེས།,
,,1089,3,《པེ་》《སྣར་》,mལ།,
,,1090,4,《པེ་》《སྣར་》,བརྟུལ།,
,,1091,5,《པེ་》《སྣར་》,པའི།,
,,1092,6,《པེ་》《སྣར་》,པ།,
,591,1093,1,《པེ་》《སྣར་》,mཔ།,
,,1094,2,《པེ་》,pལ།,
,,1095,3,《པེ་》,པར།,
,,1096,4,《པེ་》《སྣར་》,སྐུར།,
,592,1097,1,《པེ་》《སྣར་》,སྐུས།,
,,1098,2,《པེ་》《སྣར་》,པས།,
,,1099,3,《པེ་》,ཀྱི།,
,,1100,4,《པེ་》,ཀྱི།,
,,1101,5,《པེ་》《སྣར་》,བ།,
,,1102,6,《སྣར་》,pཔ།,
,,1103,7,《པེ་》,བསྒྱུར།,
,,1104,8,《པེ་》《སྣར་》,བྱུང་།,
,,1105,9,《པེ་》《སྣར་》,mམེད།,
,,1106,10,《པེ་》《སྣར་》,ཡང་།,
,593,1107,1,《པེ་》《སྣར་》,mསུ།,
,,1108,2,《པེ་》《སྣར་》,དྷརྨ།,
,,1109,3,《པེ་》《སྣར་》,རི།,
,,1110,4,《པེ་》,ཞེ།,
,,1111,5,《པེ་》,བསྐམ།,
,,1112,6,《སྣར་》,ཏེ།,
,,1113,7,《པེ་》《སྣར་》,རྫུན།,
,,1114,8,《པེ་》《སྣར་》,རྟོགས།,
,,1115,9,《པེ་》,བསྟིའི།,
,594,1116,1,《པེ་》,བསྐམ།,
,,1117,2,《པེ་》《སྣར་》,འགྲིབས།,
,,1118,3,《པེ་》《སྣར་》,ཞེ།,
,,1119,4,《པེ་》《སྣར་》,པ།,
,,1120,5,《པེ་》《སྣར་》,འགྱུར་རོ།,
,595,1121,1,《པེ་》《སྣར་》,mགནས།《ཅོ་》,གཞན།
,,1122,2,《པེ་》《སྣར་》,ནི།,
,,1123,3,《པེ་》《སྣར་》,པ།,
,,1124,4,《པེ་》《སྣར་》,ལས།,
,,1125,5,《སྣར་》,སྨོད།,
,,1126,6,《པེ་》《སྣར་》,pང་།,
,596,1127,1,《པེ་》,ཡང་རྫུན།,《སྣར་》,པ་ཡང་བརྫུན།
,,1128,2,《པེ་》《སྣར་》,དེ།,
,,1129,3,《པེ་》《སྣར་》,མ།,
,,1130,4,《པེ་》《སྣར་》,ཟློས།,
,,1131,5,《པེ་》《སྣར་》,ཏེ།,
,,1132,6,《པེ་》《སྣར་》,ཐན།,
,,1133,7,《པེ་》《སྣར་》,བརྒྱ་རྩ་བཅུ།,
,,1134,8,《པེ་》《སྣར་》,ཚིགས།,
,597,1135,1,《པེ་》《སྣར་》,པར།,
,,1136,2,《པེ་》《སྣར་》,ཐབས།,
,,1137,3,《པེ་》,པས་སྐྱེས།,《སྣར་》,པས་སྐྱེད།
,,1138,4,《སྣར་》,སྨྲས།,
,,1139,5,《པེ་》《སྣར་》,ཕྱི།,
,,1140,6,《པེ་》《སྣར་》,ཕྱེ།,
,,1141,7,《པེ་》,ཀྱིས།,
,598,1142,1,《པེ་》《སྣར་》,དང་།,
,,1143,2,《སྣར་》,དགེ།,
,,1144,3,《སྣར་》,ཏེ།,
,,1145,4,《པེ་》《སྣར་》,ཚིགས།,
,,1146,5,《པེ་》《སྣར་》,འདི།,
,,1147,6,《པེ་》《སྣར་》,སྤྱོད།,
,,1148,7,《པེ་》,པོས།,
,,1149,8,《སྣར་》,ཞེས།,
,,1150,9,《པེ་》,གིས།,
,,1151,10,《སྣར་》,རྟོགས།,
,599,1152,1,《པེ་》,དེ།,
,,1153,2,《པེ་》《སྣར་》,དག།,
,,1154,3,《པེ་》《སྣར་》,mདེ།,
,,1155,4,《པེ་》《སྣར་》,འོང་བ།,
,,1156,5,《པེ་》,བསལ།,
,,1157,6,《པེ་》,བསལ།,
,,1158,7,《སྣར་》,བསྣན།,
,,1159,8,《པེ་》《སྣར་》,pན།,
,,1160,9,《པེ་》《སྣར་》,བྱ་སྟེ།,
,,1161,10,《པེ་》《སྣར་》,ཞིང་།,
,,1162,11,《པེ་》《སྣར་》,pསུ།,
,,1163,12,《སྣར་》,mརོ།,
,600,1164,1,《པེ་》《སྣར་》,ལ།,
,,1165,2,《པེ་》《སྣར་》,ཀྱི།,
,,1166,3,《པེ་》《སྣར་》,སྟོན།,
,,1167,4,《པེ་》《སྣར་》,pདང་།,
,,1168,5,《པེ་》《སྣར་》,རྟོགས།,
,,1169,6,《པེ་》《སྣར་》,mདུས།,
,601,1170,1,《པེ་》《སྣར་》,བབ་པ།,
,,1171,2,《པེ་》《སྣར་》,ཀྱི།,
,,1172,3,《པེ་》《སྣར་》,ཀྱི།,
,,1173,4,《པེ་》,བསྟན་ལ་བབ།,《སྣར་》,བསྟན་ལ་བབ་པ་ན་གཏན་ལ་བབ།
,,1174,5,《པེ་》《སྣར་》,བབ།,
,,1175,6,《པེ་》,པའི།,
,,1176,7,《པེ་》《སྣར་》,མདོའི།,
,,1177,8,《པེ་》《སྣར་》,འདུས་ཏེ་མདོའི།,
,,1178,9,《པེ་》《སྣར་》,འགྱུར།,
,,1179,10,《སྣར་》,བས།,
,,1180,11,《པེ་》《སྣར་》《ཅོ་》,pལས།,
,,1181,12,《པེ་》《སྣར་》,རྟོག,
,602,1182,1,《པེ་》《སྣར་》,དེ།,
,,1183,2,《པེ་》《སྣར་》,pདེ།,
,,1184,3,《པེ་》,pམི།,《སྣར་》,བས།
,,1185,4,《པེ་》《སྣར་》,གྱུར།,
,,1186,5,《པེ་》《སྣར་》,བས།,
,,1187,6,《པེ་》《སྣར་》,བཞི་ནི།,
,,1188,7,《པེ་》,སྐྱོད།,《སྣར་》,སྤྱོད།
,,1189,8,《པེ་》《སྣར་》,pདེ།,
,,1190,9,《པེ་》《སྣར་》,ངའི།,
,,1191,10,《པེ་》《སྣར་》,ཏོ།,
,603,1192,1,《པེ་》《སྣར་》,གཉེན།,
,,1193,2,《པེ་》《སྣར་》,ཀྱི།,
,,1194,3,《པེ་》《སྣར་》,pབ།,
,,1195,4,《པེ་》《སྣར་》,སྦྱིན།,
,,1196,5,《སྣར་》,པ།,
,,1197,6,《སྣར་》,མཉེས།,
,604,1198,1,《སྣར་》,ཆེས།,
,,1199,2,《པེ་》《སྣར་》,ཀྱི།,
,,1200,3,《པེ་》《སྣར་》,mཔ།,
,,1201,4,《པེ་》《སྣར་》,བ།,
,,1202,5,《སྣར་》,བར་སྟན།,
,,1203,6,《པེ་》《སྣར་》,ཀྱི།,
,,1204,7,《པེ་》《སྣར་》,mཀྱི།,
,605,1205,1,《པེ་》《སྣར་》,འབྱུང་།,
,,1206,2,《པེ་》《སྣར་》,པ།,
,,1207,3,《པེ་》《སྣར་》,mཡང་།,
,,1208,4,《པེ་》《སྣར་》,མཉན།,
,606,1209,1,《པེ་》《སྣར་》,pཔ།,
,,1210,2,《པེ་》《སྣར་》,ཅུང་།,
,,1211,3,《པེ་》《སྣར་》,བྱིན།,
,,1212,4,《པེ་》《སྣར་》,ཀྱི།,
,,1213,5,《སྣར་》,བརྒྱན།,
,,1214,6,《སྣར་》,འདིར།,
,,1215,7,《པེ་》《སྣར་》,ཀྱི།,
,607,1216,1,《པེ་》《སྣར་》,བསམ།,
,,1217,2,《པེ་》《སྣར་》,འབྱུང་།,
,,1218,3,《པེ་》,pའགྱུར།,
,,1219,4,《པེ་》《སྣར་》,བསམ།,
,,1220,5,《པེ་》,ཕྱི།,
,,1221,6,《པེ་》《སྣར་》,པ།,
,,1222,7,《པེ་》,སྐྱེད།,
,,1223,8,《པེ་》《སྣར་》,སྐྱེད།,
,,1224,9,《པེ་》《སྣར་》,གྱིས།,
,,1225,10,《པེ་》《སྣར་》,གིས།,
,608,1226,1,《པེ་》《སྣར་》《ཅོ་》,འགྱུར།,
,,1227,2,《པེ་》《སྣར་》,ལྟུང་།,
,,1228,3,《པེ་》《སྣར་》,པས།,
,,1229,4,《པེ་》《སྣར་》,ཀྱི།,
,,1230,5,《སྣར་》,བཅིར།,
,,1231,6,《སྣར་》,བཅིར།,
,,1232,7,《པེ་》《སྣར་》,འཁྲུག,
,,1233,8,《པེ་》《སྣར་》,pརྣམས།,
,,1234,9,《པེ་》《སྣར་》,བཅིར།,
,609,1235,1,《པེ་》《སྣར་》,mམེད།,
,,1236,2,《པེ་》,གཏུབ།,《སྣར་》,གཏུག
,,1237,3,《པེ་》《སྣར་》,པ།,
,,1238,4,《པེ་》《སྣར་》,བྱེད་དོ།,
,,1239,5,《པེ་》《སྣར་》,བསྙེན།,
,,1240,6,《པེ་》《སྣར་》,ཉན།,
,,1241,7,《པེ་》《སྣར་》,ན།,
,,1242,8,《པེ་》,ཀྱི།,
,,1243,9,《པེ་》《སྣར་》,འདས་པ།,
,,1244,10,《པེ་》,pངན།,
,,1245,11,《པེ་》《སྣར་》,འདའ་བ།,
,610,1246,1,《པེ་》《སྣར་》,ཚིག,
,,1247,2,《སྣར་》,གི།,
,,1248,3,《པེ་》《སྣར་》,མའི།,
,,1249,4,《པེ་》,ཀྱིས།,
,,1250,5,《སྣར་》,འབྱུང་།,
,,1251,6,《སྣར་》,གཟུང་།,
,,1252,7,《པེ་》《སྣར་》,pཡང་།,
,,1253,8,《པེ་》《སྣར་》,མ་དཀྲི།,
,,1254,9,《སྣར་》,པར་སྟན།,
,,1255,10,《པེ་》《སྣར་》,mགིས།,
,611,1256,1,《པེ་》《སྣར་》,པ།,
,,1257,2,《པེ་》《སྣར་》,གི།,
,,1258,3,《པེ་》《སྣར་》,པ།,
,,1259,4,《སྣར་》,དེ།,
,,1260,5,《པེ་》《སྣར་》,འཐོབ།,
,612,1261,1,《པེ་》《སྣར་》,ཚིག,
,,1262,2,《པེ་》《སྣར་》,ཏེ།,
,,1263,3,《པེ་》《སྣར་》,mཚིག་གཅིག་གིས་ནི་བྱང་ཆུབ་སེམས་དཔའ་བསྟན་ཏོ།།,
,,1264,4,《སྣར་》,pནི།,
,,1265,5,《པེ་》《སྣར་》,ཏེ།,
,,1266,6,《པེ་》《སྣར་》,mབ།,
,,1267,7,《པེ་》《སྣར་》,སྲེལ།,
,,1268,8,《པེ་》《སྣར་》,ཚིག,
,,1269,9,《པེ་》《སྣར་》,ཚིག,
,,1270,10,《པེ་》《སྣར་》,ཚིག,
,,1271,11,《པེ་》《སྣར་》,ལ།,
,613,1272,1,《པེ་》《སྣར་》,གི།,
,,1273,2,《པེ་》,གིས།,
,,1274,3,《པེ་》《སྣར་》,ལ།,
,,1275,4,《པེ་》《སྣར་》,ཏོ།,
,,1276,5,《པེ་》《སྣར་》,mམ།,
,,1277,6,《པེ་》《སྣར་》,ན།,
,,1278,7,《པེ་》《སྣར་》,pརོ།,
,,1279,8,《པེ་》《སྣར་》,གི།,
,,1280,9,《པེ་》《སྣར་》,པ་སྟེ།,
,,1281,10,《པེ་》《སྣར་》,mམོ།,
,614,1282,1,《པེ་》《སྣར་》,ཚིག་བཅད་འདི།,
,,1283,2,《པེ་》《སྣར་》,ལས།,
,,1284,3,《པེ་》《སྣར་》,mནས།,
,,1285,4,《པེ་》《སྣར་》,ཚིག་བཅད་འདི།,
,,1286,5,《པེ་》《སྣར་》,ཚིག་བཅད་འདི།,
,,1287,6,《པེ་》《སྣར་》,ཚིག,
,,1288,7,《པེ་》《སྣར་》,ཀྱི།,
,,1289,8,《སྣར་》,ཏེ།,
,,1290,9,《པེ་》,གྱིས།,
,615,1291,1,《པེ་》《སྣར་》,གི་བསིལ།,
,,1292,2,《པེ་》《སྣར་》,pཔ་དང་།,
,,1293,3,《པེ་》《སྣར་》,བྱ་བ།,
,,1294,4,《པེ་》《སྣར་》,གིས།,
,,1295,5,《པེ་》《སྣར་》,ཞེས།,
,,1296,6,《པེ་》《སྣར་》,འདི།,
,,1297,7,《པེ་》《སྣར་》,ཀྱི།,
,,1298,8,《པེ་》《སྣར་》,བསམ།,
,,1299,9,《པེ་》《སྣར་》,ཀྱིས།,
,,1300,10,《པེ་》《སྣར་》,གིས།,
,616,1301,1,《པེ་》《སྣར་》,འདི།,
,,1302,2,《པེ་》《སྣར་》,འདི།,
,,1303,3,《པེ་》《སྣར་》,pབ།,
,,1304,4,《པེ་》《སྣར་》,གྱི།,
,,1305,5,《པེ་》《སྣར་》,འདི།,
,,1306,6,《པེ་》《སྣར་》,ད།,
,,1307,7,《པེ་》《སྣར་》,ཀྱི།,
,,1308,8,《པེ་》《སྣར་》,འདི།,
,,1309,9,《སྣར་》,དབྱེ།,
,617,1310,1,《པེ་》《སྣར་》,ཅེས།,
,,1311,2,《པེ་》《སྣར་》,ཏེ།,
,,1312,3,《པེ་》《སྣར་》,བྱ་སྟེ།,
,618,1313,1,《པེ་》《སྣར་》,mཔ།,
,,1314,2,《པེ་》《སྣར་》,mདོན།,
,,1315,3,《པེ་》《སྣར་》,མཁས་པ།,
,,1316,4,《པེ་》《སྣར་》,འདི།,
,,1317,5,《པེ་》《སྣར་》,mཔ།,
,,1318,6,《པེ་》《སྣར་》,པ།,
,,1319,7,《པེ་》《སྣར་》,འདི།,
,,1320,8,《སྣར་》,གནས།,
,,1321,9,《པེ་》《སྣར་》,བཞི།,
,,1322,10,《པེ་》《སྣར་》,པ།,
,619,1323,1,《པེ་》《སྣར་》,འདི།,
,,1324,2,《པེ་》《སྣར་》,དོ།,
,,1325,3,《པེ་》《སྣར་》,ཚིག,
,,1326,4,《པེ་》《སྣར་》,mནི།,
,,1327,5,《པེ་》《སྣར་》,mགཅིག,
,,1328,6,《པེ་》《སྣར་》,སྔའི།,
,,1329,7,《སྣར་》,mཏུ།,
,,1330,8,《པེ་》《སྣར་》,ཚིགས་བཅད།,
,620,1331,1,《པེ་》《སྣར་》,འགྲོལ།,
,,1332,2,《པེ་》,པས་སྡུག་བསྔལ།,《སྣར་》,པས་སྡུག
,,1333,3,《པེ་》《སྣར་》,ཏེ།,
,,1334,4,《པེ་》《སྣར་》,འདི།,
,,1335,5,《པེ་》《སྣར་》,ཀྱི།,
,,1336,6,《པེ་》《སྣར་》,པར།,
,,1337,7,《པེ་》《སྣར་》,བསྙེག,
,,1338,8,《པེ་》《སྣར་》,pལ།,
,,1339,9,《པེ་》《སྣར་》,ཏོ། །ཚིགས།,
,,1340,10,《པེ་》《སྣར་》,mནི།,
,,1341,11,《པེ་》《སྣར་》,ཚིགས།,
,,1342,12,《པེ་》,གང་།,
,,1343,13,《པེ་》《སྣར་》,pསྟེ།,
,,1344,14,《པེ་》《སྣར་,pཔ་ནས།,
,,1345,15,《པེ་》《སྣར་,འདི།,
,621,1346,1,《པེ་》《སྣར་》,pལ།,
,,1347,2,《པེ་》《སྣར་》,mབ།,
,,1348,3,《པེ་》《སྣར་》,mདུ།,
,,1349,4,《སྣར་》,ལྷ་བ་རྣམས་ཀྱིས།,
,,1350,5,《སྣར་》,བསྐལ་པ།,
,,1351,6,《པེ་》《སྣར་》,ན།,
,,1352,7,《པེ་》《སྣར་》,དོན།,
,,1353,8,《པེ་》《སྣར་》,བ།,
,,1354,9,《པེ་》《སྣར་》,དེ་དང་།,
,622,1355,1,《པེ་》《སྣར་》,གྱུར་པ།,
,,1356,2,《པེ་》《སྣར་》,པར།,
,,1357,3,《པེ་》《སྣར་》,གྱི།,
,,1358,4,《པེ་》,བསྐལ་པ།,
,,1359,5,《པེ་》《སྣར་》《ཅོ་》,འགྱུར་བ།,
,,1360,6,《པེ་》《སྣར་》,ངེད།,
,,1361,7,《པེ་》,mརབ་ཏུ།,
,,1362,8,《པེ་》《སྣར་》,ཏོ།,
,,1363,9,《པེ་》,བཟུང་བར།,
,623,1364,1,《པེ་》《སྣར་》,ཏེ།,
,,1365,2,《པེ་》《སྣར་》,mཔར།,
,,1366,3,《པེ་》《སྣར་》,འགྱུར་བ།,
,,1367,4,《པེ་》《སྣར་》,mདུ།,
,,1368,5,《པེ་》《སྣར་》,mཔ།,
,,1369,6,《པེ་》《སྣར་》,ཀྱི།,
,,1370,7,《པེ་》《སྣར་》,pཚིག,
,,1371,8,《པེ་》《སྣར་》,པ་སྟེ།བཱ་ར་ཎ་སི་ནི།,
,,1372,9,《པེ་》《སྣར་》,སྟེན།,
,,1373,10,《པེ་》《སྣར་》,mནས།,
,,1374,11,《པེ་》,ཀྱི།,
,624,1375,1,《པེ་》《སྣར་》,pདུ།,
,,1376,2,《པེ་》《སྣར་》,འགྲུབ།,
,,1377,3,《པེ་》《སྣར་》,དེ།,
,,1378,4,《པེ་》《སྣར་》,འདས་པ།,
,,1379,5,《སྣར་》,པར།,
,,1380,6,《པེ་》《སྣར་》,པ་ལས།,
,625,1381,1,《པེ་》《སྣར་》,pཀྱི།,
,,1382,2,《པེ་》《སྣར་》,ཅིའི་ཕྱིར་དགོད།,
,,1383,3,《སྣར་》,པ།,
,,1384,4,《པེ་》《སྣར་》,ཏེ།,
,,1385,5,《པེ་》《སྣར་》,པར།,
,,1386,6,《པེ་》《སྣར་》,pགི།,
,,1387,7,《པེ་》《སྣར་》,གིས།,
,626,1388,1,《པེ་》《སྣར་》,གི།,
,,1389,2,《པེ་》,ཚིགས་གཉིས།,《སྣར་》,ཚིག་གཉིས།
,,1390,3,《པེ་》,དུམྺ་ར།,《སྣར་》,དུམ་ཝ་ར།
,,1391,4,《པེ་》《སྣར་》,དཀའ།,
,,1392,5,《པེ་》《སྣར་》,འདི།,
,627,1393,1,《པེ་》《སྣར་》,ཕྱེ།,
,,1394,2,《པེ་》《སྣར་》,ཏེ།,
,,1395,3,《པེ་》《སྣར་》,ཝ།,
,,1396,4,《པེ་》《སྣར་》,ཅེས།,
,,1397,5,《པེ་》《སྣར་》,སྐྱེད།,
,,1398,6,《སྣར་》,གསལ།,
,,1399,7,《པེ་》《སྣར་》,གྱི།,
,,1400,8,《པེ་》《སྣར་》,བ།,
,,1401,9,《པེ་》《སྣར་》,འཛེམ་ཞིང་།,
,,1402,10,《པེ་》《སྣར་》,ཅེས།,
,628,1403,1,《པེ་》《སྣར་》,mགྱིས།,
,,1404,2,《པེ་》《སྣར་》,ཀྱིས།,
,,1405,3,《པེ་》《སྣར་》,mམི།,
,,1406,4,《པེ་》《སྣར་》,བསླབ།,
,,1407,5,《པེ་》《སྣར་》,རྟོག,
,,1408,6,《པེ་》《སྣར་》,mཀྱིས།,
,,1409,7,《པེ་》《སྣར་》,བ།,
,,1410,8,《པེ་》《སྣར་》,།།,
,,1411,9,《པེ་》《སྣར་》,རི།,
,,1412,10,《པེ་》《སྣར་》,།།  །།,
,,1413,11,《པེ་》《སྣར་》,རྟོག,
,,1414,12,《པེ་》《སྣར་》,གྱི།,
,629,1415,1,《སྣར་》,པས།,
,,1416,2,《པེ་》《སྣར་》,འགྲེས་པས།,
,,1417,3,《སྣར་》,མི།,
,,1418,4,《པེ་》《སྣར་》,བསྙེགས།,
,,1419,5,《པེ་》《སྣར་》,ཅེས།,
,,1420,6,《པེ་》《སྣར་》,བས།,
,,1421,7,《པེ་》《སྣར་》,སྡོད།,
,,1422,8,《པེ་》《སྣར་》,ལྟའོ།,
,,1423,9,《སྣར་》,mཔ།,
,,1424,10,《པེ་》《སྣར་》,ཐོས།,
,,1425,11,《པེ་》《སྣར་》,ཀྱི།,
,,1426,12,《པེ་》《སྣར་》,པོ།,
,,1427,13,《པེ་》《སྣར་》,བསྟན།,
,,1428,14,《པེ་》《སྣར་》,ནས།,
,630,1429,1,《པེ་》《སྣར་》,ཤ་སྟག,
,,1430,2,《པེ་》,བསྟན་པས་འགྱོད།《སྣར་》,བསྟན་པས་འགྱེད།
,,1431,3,《པེ་》《སྣར་》,པའི།,
,,1432,4,《པེ་》《སྣར་》,mདུ།,
,,1433,5,《པེ་》《སྣར་》,ཞེས།,
,,1434,6,《པེ་》,གཏོན།,
,,1435,7,《པེ་》《སྣར་》,འགྱུར།,
,,1436,8,《པེ་》《སྣར་》,སྟོན།,
,,1437,9,《སྣར་》,mན།,
,,1438,10,《པེ་》《སྣར་》,mདུ།,
,,1439,11,《པེ་》,ཏེ།,
,631,1440,1,《པེ་》《སྣར་》,པ་སྟེ།,
,,1441,2,《པེ་》《སྣར་》,རིག,
,,1442,3,《པེ་》《སྣར་》,mདུ།,
,,1443,4,《པེ་》《སྣར་》,ལས།,
,,1444,5,《པེ་》《སྣར་》《ཅོ་》,པར།,
,,1445,6,《པེ་》,ཀྱི།,
,,1446,7,《སྣར་》,གདག,
,632,1447,1,《པེ་》《སྣར་》,འབྱུང་།,
,,1448,2,《པེ་》,ཚོབ།,
,,1449,3,《པེ་》《སྣར་》,ཕ།,
,,1450,4,《སྣར་》,ཚིག,
,,1451,5,《པེ་》《སྣར་》,mཡང་།,
,,1452,6,《པེ་》,mབ།,
,,1453,7,《པེ་》《སྣར་》,ཀྱི།,
,,1454,8,《པེ་》《སྣར་》《ཅོ་》,mམདོ་ལས།,
,,1455,9,《པེ་》《སྣར་》,pདུ།,
,,1456,10,《པེ་》《སྣར་》,པས།,
,,1457,11,《པེ་》《སྣར་》,གྱུར་པ།,
,,1458,12,《པེ་》,ཟློས།,
