མཚན་བྱང།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
,,2915,4,《པེ་》《སྣར་》,བརྟག,
,,2916,5,《པེ་》《སྣར་》,ཀྱི།,
,,2917,6,《པེ་》《སྣར་》,པའི།,
,,2918,7,《པེ་》《སྣར་》,པའི།,
,,2919,8,《པེ་》《སྣར་》,གྱི།,
,371,2920,1,《པེ་》《སྣར་》,བསྟེན།,
,,2921,2,《སྣར་》,པ་བཟླ།,
,,2922,3,《པེ་》《སྣར་》,གཞོན།,
,,2923,4,《པེ་》《སྣར་》,ཞིང་།,
,,2924,5,《པེ་》《སྣར་》,mརྣམས།,
,,2925,6,《པེ་》《སྣར་》,བུའི།,
,,2926,7,《པེ་》《སྣར་》,དེ།,
,,2927,8,《སྣར་》,ཁྱེར།,
,,2928,9,《པེ་》《སྣར་》,ཀྱིས།,
,372,2929,1,《པེ་》《སྣར་》,ཚིག,
,,2930,2,《པེ་》《སྣར་》,mཡུལ་གྱི་དུག་གིས་མི་ཚུགས་སོ།།,
,,2931,3,《པེ་》《སྣར་》,ཅན་གྱི།,
,,2932,4,《པེ་》《སྣར་》,བཏང་།,
,,2933,5,《པེ་》《སྣར་》,འགྱུར།,
,,2934,6,《པེ་》《སྣར་》,སྐམས།,
,,2935,7,《པེ་》《སྣར་》,ཀྱི།,
,373,2936,1,《པེ་》《སྣར་》,pགསེར་བསྒྱུར་གྱི་རྩིར།,
,,2937,2,《པེ་》《སྣར་》,mདང་།,
,,2938,3,《པེ་》《སྣར་》,བྱ་སྟེ།,
,,2939,4,《པེ་》《སྣར་》,པའི།,
,,2940,5,《པེ་》《སྣར་》,pདུ།,
,,2941,6,《པེ་》《སྣར་》,གྱིས།,
,,2942,7,《པེ་》《སྣར་》,mནི།,
,374,2943,1,《པེ་》《སྣར་》,mགཤེགས་པའི།,
,,2944,2,《པེ་》《སྣར་》,བཟུང་།,
,,2945,3,《པེ་》《སྣར་》,mནི།,
,375,2946,1,《པེ་》《སྣར་》,བསྐྱེད།,
,,2947,2,《པེ་》《སྣར་》,དཔའ།,
,,2948,3,《པེ་》《སྣར་》,mདང་སློབ་པ།,
,,2949,4,《པེ་》《སྣར་》,ཡིད་ལ།,
,,2950,5,《པེ་》《སྣར་》,pལ།,
,,2951,6,《པེ་》《སྣར་》,mནི།,
,,2952,7,《པེ་》,སྐུར།,
,,2953,8,《པེ་》《སྣར་》,དཔའི།,
,376,2954,1,《པེ་》《སྣར་》,དམ་པའི།,
,,2955,2,《སྣར་》,pབ།,
,,2956,3,《པེ་》《སྣར་》,གི།,
,,2957,4,《པེ་》《སྣར་》,ཀྱི།,
,,2958,5,《པེ་》《སྣར་》,གི།,
,,2959,6,《པེ་》《སྣར་》,སྙེན།,
,,2960,7,《པེ་》《སྣར་》,གི།,
,,2961,8,《པེ་》《སྣར་》,འཛངས།,
,,2962,9,《པེ་》《སྣར་》,འབུལ།,
,,2963,10,《པེ་》《སྣར་》,འབུལ།,
,,2964,11,《པེ་》《སྣར་》,འགྱུར།,
,,2965,12,《པེ་》《སྣར་》,བརྟན།,
,377,2966,1,《པེ་》《སྣར་》,བླངས།,
,,2967,2,《པེ་》《སྣར་》,ལོ།,
,,2968,3,《པེ་》《སྣར་》,འགྱུར་བའི།,
,,2969,4,《པེ་》《སྣར་》,འཛེགས།,
,,2970,5,《སྣར་》,འགྱུར་བའི།,
,,2971,6,《པེ་》《སྣར་》,བ།,
,,2972,7,《པེ་》《སྣར་》,འགྱུར་བའི།,
,,2973,8,《པེ་》《སྣར་》,འགྱུར་བའི།,
,,2974,9,《པེ་》《སྣར་》,འགྱུར་བའི།,
,,2975,10,《པེ་》《སྣར་》,འགྱུར་བའི།,
,,2976,11,《པེ་》《སྣར་》,འགྱུར་བའི།,
,,2977,12,《པེ་》《སྣར་》,བྱ།,
,,2978,13,《སྣར་》,འགྱུར་བ།,
,378,2979,1,《པེ་》《སྣར་》,སྤང་བ།,
,,2980,2,《པེ་》《སྣར་》,མེད།,
,,2981,3,《པེ་》《སྣར་》,ནི།,
,379,2982,1,《པེ་》《སྣར་》,རང་།,
,,2983,2,《པེ་》《སྣར་》,ཁོར།,
,,2984,3,《པེ་》《སྣར་》,འཁྱེར།,
,,2985,4,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,,2986,5,《པེ་》《སྣར་》,pཔོ།,
,,2987,6,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,,2988,7,《པེ་》《སྣར་》,དེ། ཤཱ་ར་དྭཱ།,
,,2989,8,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,380,2990,1,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,,2991,2,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,,2992,3,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,,2993,4,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,,2994,5,《པེ་》《སྣར་》,དཔའི།,
,,2995,6,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,,2996,7,《པེ་》《སྣར་》,ཤཱ་ར་དྭཱ།,
,,2997,8,《པེ་》《སྣར་》,འབྱུང་།,
,,2998,9,《པེ་》《སྣར་》,mཐམས་ཅད།,
,,2999,10,《པེ་》《སྣར་》,pགང་།,
,,3000,11,《པེ་》《སྣར་》,གཅིག,
,,3001,12,《པེ་》《སྣར་》,བཟུང་།,
,381,3002,1,《པེ་》《སྣར་》,བསྡུ་བར།,
,,3003,2,《པེ་》《སྣར་》,mའདི།,
,,3004,3,《པེ་》《སྣར་》,བསྐྱེད།,
,,3005,4,《པེ་》《སྣར་》,ཀྱི།,
,,3006,5,《པེ་》《སྣར་》,འགྲོན།,
,,3007,6,《པེ་》《སྣར་》,འཚང་།,
,382,3008,1,《པེ་》《སྣར་》,པའི།,
,,3009,2,《པེ་》《སྣར་》,བཟུང་བ་གསུངས་པར།,
,,3010,3,《པེ་》《སྣར་》,ལོ།,
,,3011,4,《པེ་》《སྣར་》,ཛམ་མྦུའི།,
,,3012,5,《པེ་》《སྣར་》,བསྐྱེད།,
,383,3013,1,《པེ་》《སྣར་》,བསྐྱེད།,
,,3014,2,《པེ་》《སྣར་》,རིགས།,
,,3015,3,《པེ་》《སྣར་》,mནི།,
,,3016,4,《པེ་》《སྣར་》,mགྱི།,
,384,3017,1,《པེ་》《སྣར་》,འགྱུར།,
,,3018,2,《སྣར་》,ཁོ་ན།,
,,3019,3,《པེ་》《སྣར་》,pན།,
,,3020,4,《པེ་》《སྣར་》,mདག,
,385,3021,1,《པེ་》《སྣར་》,mདུ།,
,,3022,2,《པེ་》《སྣར་》,དེ།,
,,3023,3,《པེ་》《སྣར་》,གྱི།,
,,3024,4,《པེ་》《སྣར་》,བར།,
,,3025,5,《པེ་》《སྣར་》,དཔལ།,
,,3026,6,《པེ་》《སྣར་》,བྱེད།,
,,3027,7,《པེ་》《སྣར་》,བསྐྱེད།,
,,3028,8,《པེ་》《སྣར་》,ནི།,
,,3029,9,《པེ་》《སྣར་》,སོ།,
,,3030,10,《པེ་》《སྣར་》,བར།,
,,3031,11,《པེ་》《སྣར་》,གི།,
,,3032,12,《པེ་》《སྣར་》,པས།,
,,3033,13,《པེ་》《སྣར་》,སོ།,
,,3034,14,《པེ་》《སྣར་》,pཚུལ་ཁྲིམས་ཀྱིས་ནི།,
,,3035,15,《པེ་》《སྣར་》,mལྡན་པ་འགའ་ཙམ་ཡང་ཚུལ་ཁྲིམས་དང་།,
,386,3036,1,《པེ་》《སྣར་》,ཀྱིས།,
,,3037,2,《པེ་》《སྣར་》,པོ།,
,,3038,3,《པེ་》《སྣར་》,གྱིས།,
,,3039,4,《པེ་》《སྣར་》,བསྒྲུབ།,
,,3040,5,《པེ་》《སྣར་》,རྟོག,
,,3041,6,《པེ་》《སྣར་》,།།,
,387,3042,1,《པེ་》《སྣར་》,ཟློག་པ་དང་།,
,,3043,2,《པེ་》《སྣར་》,ལྟུང་།,
,,3044,3,《པེ་》《སྣར་》,པས།,
,,3045,4,《པེ་》《སྣར་》,འབྱེད་པར།,
,,3046,5,《པེ་》《སྣར་》,སྐྱེད།,
,,3047,6,《པེ་》《སྣར་》,འགྱུར།,
,,3048,7,《པེ་》《སྣར་》,ནི།,
,,3049,8,《པེ་》《སྣར་》,ཏེ།,
,388,3050,1,《པེ་》《སྣར་》,ཆེ།,
,,3051,2,《པེ་》《སྣར་》,ཀྱིས།,
,,3052,3,《པེ་》《སྣར་》,ལྟར།,
,,3053,4,《པེ་》,mཡང་།,
,,3054,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,3055,6,《པེ་》《སྣར་》,དེ།,
,,3056,7,《པེ་》《སྣར་》,བསྐྱེད།,
,389,3057,1,《པེ་》《སྣར་》,mམ།,
,,3058,2,《པེ་》《སྣར་》,ལས།,
,,3059,3,《པེ་》《སྣར་》,གཉིས།,
,,3060,4,《པེ་》《སྣར་》,པས།,
,,3061,5,《པེ་》《སྣར་》,པའི།,
,,3062,6,《པེ་》《སྣར་》,mདེ།,
,,3063,7,《པེ་》《སྣར་》,mཔ།,
,,3064,8,《པེ་》,ཅིག,
,390,3065,1,《པེ་》,ཅིག,
,,3066,2,《པེ་》《སྣར་》,དག་ལ།,
,,3067,3,《པེ་》《སྣར་》,དཔའ།,
,,3068,4,《པེ་》《སྣར་》,བཏང་།,
,,3069,5,《པེ་》《སྣར་》,སླའི།,
,,3070,6,《སྣར་》,དེ།,
,,3071,7,《པེ་》《སྣར་》,ལས།,
,,3072,8,《པེ་》《སྣར་》,mཡང་།,
,,3073,9,《པེ་》《སྣར་》,སླའི།,
,,3074,10,《པེ་》《སྣར་》,དཔའ།,
,,3075,11,《པེ་》《སྣར་》,mསྟོང་ངམ་བསྐལ་པ།,
,391,3076,1,《པེ་》《སྣར་》,སླའི།,
,,3077,2,《པེ་》《སྣར་》,སླའི།,
,,3078,3,《པེ་》《སྣར་》,དཔའ།,
,,3079,4,《པེ་》《སྣར་》,པར།,
,,3080,5,《པེ་》《སྣར་》,སླའི།,
,,3081,6,《པེ་》《སྣར་》,སླའི།,
,,3082,7,《པེ་》《སྣར་》,mཏོ།,
,,3083,8,《པེ་》《སྣར་》,ཀྱི།,
,,3084,9,《པེ་》《སྣར་》,mདག,
,392,3085,1,《པེ་》《སྣར་》,mཏོ།,
,,3086,2,《པེ་》《སྣར་》,།།,
,,3087,3,《པེ་》《སྣར་》,རྗེད།,
,,3088,4,《པེ་》《སྣར་》,བརྗོད།,
,393,3089,1,《པེ་》《སྣར་》,pལ།,
,,3090,2,《སྣར་》,མ་རྒྱུད།,
,,3091,3,《སྣར་》,སྟིར།,
,,3092,4,《པེ་》《སྣར་》,དང་།,
,,3093,5,《པེ་》《སྣར་》,ཏེ།,
,,3094,6,《པེ་》《སྣར་》,མ།,
,,3095,7,《པེ་》《སྣར་》,ཁྭ།,
,,3096,8,《པེ་》《སྣར་》,བསྐུ་བ།,
,,3097,9,《པེ་》《སྣར་》,པས་བདེ་བར།,
,394,3098,1,《པེ་》《སྣར་》,mལ།,
,,3099,2,《པེ་》《སྣར་》,ཀྱི།,
,,3100,3,《པེ་》《སྣར་》,mཀྱི།,
,,3101,4,《པེ་》《སྣར་》,ན།,
,,3102,5,《པེ་》《སྣར་》,ཡང་བདག་གི།,
,,3103,6,《པེ་》《སྣར་》,འབྱུང་།,
,,3104,7,《པེ་》《སྣར་》,དཔའ།,
,,3105,8,《པེ་》《སྣར་》,ལྟ།,
,,3106,9,《པེ་》《སྣར་》,mཔར།,
,,3107,10,《པེ་》《སྣར་》,འགྲོན།,
,,3108,11,《པེ་》《སྣར་》,mབ།,
,395,3109,1,《པེ་》《སྣར་》,ཁོ་རེ་ཆུང་བ།,
,,3110,2,《པེ་》《སྣར་》,ཁོན།,
,,3111,3,《པེ་》《སྣར་》,སོག,
,,3112,4,《པེ་》《སྣར་》,བར།,
,,3113,5,《པེ་》,བཟློགས།,
,,3114,6,《པེ་》《སྣར་》,mརུང་མ་མཐོང་ཡང་།,
,,3115,7,《སྣར་》,མི།,
,,3116,8,《པེ་》《སྣར་》,རྦོད།,
,,3117,9,《པེ་》《སྣར་》,སྟེ།,
,,3118,10,《པེ་》《སྣར་》,གྱིས།,
,,3119,11,《པེ་》《སྣར་》,pརོ།།,
,,3120,12,《པེ་》《སྣར་》,ཀྱི།,
,396,3121,1,《པེ་》《སྣར་》,ཀྱི།,
,,3122,2,《པེ་》《སྣར་》,mཔས།,
,,3123,3,《པེ་》《སྣར་》,འཁྲུག,
,,3124,4,《པེ་》《སྣར་》,འཆགས།,
,,3125,5,《པེ་》《སྣར་》,འཆགས།,
,,3126,6,《པེ་》《སྣར་》,གི།,
,,3127,7,《པེ་》《སྣར་》,གཅིག,
,,3128,8,《པེ་》《སྣར་》,མེད།,
,,3129,9,《སྣར་》,འབུམ་ཕྲག,
,,3130,10,《པེ་》《སྣར་》,བསྐུལ།,
,,3131,11,《པེ་》《སྣར་》,གིས།,
,,3132,12,《པེ་》《སྣར་》,བྱས།,
,,3133,13,《པེ་》《སྣར་》,གི།,
,,3134,14,《པེ་》《སྣར་》,སྨྲས།,
,397,3135,1,《པེ་》《སྣར་》,གིས།,
,,3136,2,《པེ་》《སྣར་》,རྒྱུ་དང་གཡོས་གཞན་ལ།,
,398,3137,1,《པེ་》,སུམ།,
,,3138,2,《པེ་》《སྣར་》,སྙོམས།,
,,3139,3,《པེ་》《སྣར་》,པའི།,
,,3140,4,《པེ་》《སྣར་》,ལ།,
,,3141,5,《པེ་》《སྣར་》,ལས།,
,,3142,6,《པེ་》《སྣར་》,ལས།,
,,3143,7,《པེ་》《སྣར་》,pཅན།,
,399,3144,1,《པེ་》《སྣར་》,ཅིང་།,
,,3145,2,《པེ་》《སྣར་》,།།,
,,3146,3,《པེ་》《སྣར་》,ཀྱི།,
,400,3147,1,《པེ་》《སྣར་》,mམི།,
,,3148,2,《པེ་》《སྣར་》,བརྟེན།,
,,3149,3,《པེ་》《སྣར་》,ཀྱི།,
,,3150,4,《པེ་》《སྣར་》,རྒྱན།,
,,3151,5,《པེ་》《སྣར་》,པར།,
,,3152,6,《པེ་》《སྣར་》,པས།,
,401,3153,1,《པེ་》《སྣར་》,བྲག,
,,3154,2,《པེ་》《སྣར་》,བྲག་ཏུ།,
,,3155,3,《པེ་》,འདོས།,《སྣར་》,འདོགས།
,,3156,4,《པེ་》《སྣར་》,བཙིར།,
,,3157,5,《པེ་》《སྣར་》,བལྟོས།,
,,3158,6,《པེ་》《སྣར་》,ཟན།,
,,3159,7,《པེ་》《སྣར་》,གསད།,
,,3160,8,《པེ་》《སྣར་》,བསྒོ།,
,,3161,9,《པེ་》《སྣར་》,བསྒོ།,
,,3162,10,《པེ་》《སྣར་》,བསྒོ།,
,402,3163,1,《པེ་》《སྣར་》,དག་ལ།,
,,3164,2,《པེ་》《སྣར་》,གྱིས།,
,,3165,3,《པེ་》《སྣར་》,ཀྱི།,
,,3166,4,《པེ་》《སྣར་》,mདང་།,
,,3167,5,《པེ་》《སྣར་》,བརྐོ།,
,,3168,6,《པེ་》《སྣར་》,དེས།,
,,3169,7,《པེ་》《སྣར་》,ཡིད།,
,,3170,8,《པེ་》《སྣར་》,mསྟོབས།,
,,3171,9,《པེ་》《སྣར་》,mཚེ།,
,,3172,10,《པེ་》《སྣར་》,པས།,
,,3173,11,《པེ་》《སྣར་》,mཅན།,
,,3174,12,《པེ་》《སྣར་》,བསྟེན།,
,403,3175,1,《པེ་》《སྣར་》,འཇིགས།,
,,3176,2,《པེ་》《སྣར་》,བོའི།,
,,3177,3,《པེ་》《སྣར་》,ཀྱང་།,
,,3178,4,《པེ་》《སྣར་》,pཔ།,
,,3179,5,《པེ་》《སྣར་》,འཚིག,
,,3180,6,《པེ་》《སྣར་》,ཀྱི།,
,,3181,7,《པེ་》《སྣར་》,གྱི།,
,,3182,8,《པེ་》《སྣར་》,གསལ།,
,,3183,9,《པེ་》《སྣར་》,དེ།,
,404,3184,1,《པེ་》《སྣར་》,mབ།,
,,3185,2,《པེ་》《སྣར་》,པར།,
,,3186,3,《པེ་》,ཁྲིད།,
,,3187,4,《པེ་》《སྣར་》,ཞོམ།,
,,3188,5,《པེ་》《སྣར་》,གྱིས།,
,,3189,6,《པེ་》《སྣར་》,སྟོང་།,
,,3190,7,《པེ་》,ལ་གཡེངས།,《སྣར་》,ལ་ཡེངས།
,,3191,8,《པེ་》《སྣར་》,mགི།,
,,3192,9,《པེ་》《སྣར་》,གི།,
,,3193,10,《པེ་》《སྣར་》,ཁྲིད།,
,405,3194,1,《པེ་》《སྣར་》,པ།,
,,3195,2,《པེ་》《སྣར་》,ལ།,
,,3196,3,《པེ་》《སྣར་》,འཇིགས་འགྱུར་ཞིང་།,
,,3197,4,《པེ་》《སྣར་》,ཡིས།,
,,3198,5,《པེ་》《སྣར་》,སྨན་པ།,
,,3199,6,《པེ་》《སྣར་》,ཡིན།,
,,3200,7,《པེ་》《སྣར་》,mན།,
,,3201,8,《པེ་》《སྣར་》,པའི།,
,,3202,9,《པེ་》《སྣར་》,mལ།,
,406,3203,1,《པེ་》《སྣར་》,pའགྲོ་བའི།,
,,3204,2,《པེ་》《སྣར་》,གི།,
,,3205,3,《པེ་》《སྣར་》,གནོན།,
,,3206,4,《པེ་》《སྣར་》,pཉིད།,
,,3207,5,《པེ་》《སྣར་》,།།,
,,3208,6,《པེ་》《སྣར་》,སློང་།,
,,3209,7,《པེ་》《སྣར་》,ཀྱི།,
,,3210,8,《པེ་》《སྣར་》,དགེ་བ་འཐོབ།,
,,3211,9,《པེ་》《སྣར་》,གྱི།,
,407,3212,1,《པེ་》《སྣར་》,འཕྱུག,
,,3213,2,《པེ་》《སྣར་》,སྙོམས།,
,,3214,3,《པེ་》《སྣར་》,སྒྱུ།,
,,3215,4,《པེ་》《སྣར་》,རོ།,
,,3216,5,《པེ་》《སྣར་》,མ་ལས།,
,,3217,6,《པེ་》《སྣར་》,བརྩི།,
,,3218,7,《པེ་》《སྣར་》,པར།,
,,3219,8,《པེ་》《སྣར་》,གྱི།,
,408,3220,1,《པེ་》《སྣར་》,mརོ།,
,,3221,2,《པེ་》《སྣར་》,mལ།,
,,3222,3,《པེ་》《སྣར་》,ཀྱི།,
,,3223,4,《པེ་》《སྣར་》,ཀྱི་འཁྲུགས།,
,,3224,5,《པེ་》《སྣར་》,གསལ།,
,409,3225,1,《པེ་》《སྣར་》,པས།,
,,3226,2,《པེ་》《སྣར་》,གྱི།,
,,3227,3,《པེ་》《སྣར་》,བརྩི།,
,,3228,4,《པེ་》《སྣར་》,བས།,
,,3229,5,《པེ་》《སྣར་》,mདང་།,
,,3230,6,《པེ་》《སྣར་》,འཚེ།,
,,3231,7,《པེ་》《སྣར་》,ལས།,
,,3232,8,《པེ་》《སྣར་》,mམི།,
,,3233,9,《པེ་》《སྣར་》,ཀྱི།,
,410,3234,1,《པེ་》《སྣར་》,མཛད།,
,,3235,2,《པེ་》《སྣར་》,འདོམ།,
,411,3236,1,《པེ་》《སྣར་》,འདའ་བ།,
,,3237,2,《པེ་》《སྣར་》,ཀྱི།,
,,3238,3,《པེ་》《སྣར་》,གཟའ།,
,,3239,4,《པེ་》《སྣར་》,སྐྱེད།,
,,3240,5,《པེ་》《སྣར་》,ཀྱི།,
,412,3241,1,《པེ་》《སྣར་》,pདང་དུས།,
,,3242,2,《པེ་》《སྣར་》,བརླབ།,
,,3243,3,《པེ་》《སྣར་》,བསྒོམས།,
,,3244,4,《པེ་》《སྣར་》,པར།,
,,3245,5,《པེ་》《སྣར་》,མཁའ་ཅན།,
,,3246,6,《པེ་》《སྣར་》,ཞིག,
,413,3247,1,《པེ་》《སྣར་》,འཇིགས།,
,,3248,2,《པེ་》《སྣར་》,དང་།,
,,3249,3,《པེ་》《སྣར་》,སྣའི།,
,,3250,4,《པེ་》《སྣར་》,ཀྱི།,
,,3251,5,《པེ་》《སྣར་》,ལྟར།,
,,3252,6,《པེ་》《སྣར་》,།།,
,,3253,7,《པེ་》,བཞག,
,,3254,8,《པེ་》《སྣར་》,པོ།,
,414,3255,1,《པེ་》《སྣར་》,ཀྱི།,
,,3256,2,《པེ་》《སྣར་》,mནི།,
,,3257,3,《པེ་》《སྣར་》,གྱིས།,
,,3258,4,《པེ་》《སྣར་》,བྲག་གམ།,
,,3259,5,《སྣར་》,སོང་།,
,,3260,6,《པེ་》《སྣར་》,བརྟེན།,
,,3261,7,《པེ་》《སྣར་》,བརྟེན།,
,,3262,8,《པེ་》《སྣར་》,mརྣམས།,
,,3263,9,《པེ་》《སྣར་》,སྨེད།,
,,3264,10,《པེ་》《སྣར་》,mམ་ཡིན།,
,,3265,11,《པེ་》《སྣར་》,འཚོང་།,
,415,3266,1,《པེ་》《སྣར་》,ཚོང་གི།,
,,3267,2,《པེ་》《སྣར་》,འདྲས།,
,,3268,3,《པེ་》《སྣར་》,རྗོད་པའང་།,
,,3269,4,《པེ་》,གི།,
,,3270,5,《པེ་》《སྣར་》,ལ་བརྟེན།,
,,3271,6,《པེ་》《སྣར་》,འགྱུར་རོ།,
,,3272,7,《པེ་》《སྣར་》,བརྟེན།,
,,3273,8,《སྣར་》,སྣད་པར་འགྱུར།,
,,3274,9,《པེ་》《སྣར་》,བརྟེན།,
,,3275,10,《སྣར་》,གཡོགས།,
,,3276,11,《པེ་》,ལགས་གིས།,《སྣར་》,ལགས་ཀྱིས།
,,3277,12,《པེ་》《སྣར་》,བརྟེན།,
,,3278,13,《པེ་》《སྣར་》,བརྟེན།,
,,3279,14,《པེ་》《སྣར་》,ཀྱིས།,
,,3280,15,《པེ་》《སྣར་》,བསྟེན།,
,416,3281,1,《པེ་》《སྣར་》,གི།,
,,3282,2,《པེ་》《སྣར་》,ཀྱིས།,
,,3283,3,《པེ་》《སྣར་》,གཏམ།,
,,3284,4,《པེ་》《སྣར་》,པར།,
,,3285,5,《པེ་》《སྣར་》,བརྟན།,
,,3286,6,《པེ་》《སྣར་》,སྙོམས།,
,,3287,7,《པེ་》《སྣར་》,ཀྱིས།,
,,3288,8,《པེ་》《སྣར་》,པོའི།,
,,3289,9,《སྣར་》,pཔ།,
,,3290,10,《པེ་》《སྣར་》,ཏེ།,
,,3291,11,《པེ་》《སྣར་》,ལ།,
,,3292,12,《སྣར་》,བསྟེན།,
,,3293,13,《པེ་》《སྣར་》,ཏེ།,
,,3294,14,《པེ་》《སྣར་》,བྱ།,
,,3295,15,《པེ་》《སྣར་》,ཀྱི།,
,417,3296,1,《པེ་》《སྣར་》,གྱུར།,
,,3297,2,《པེ་》《སྣར་》,བརྗོད།,
,,3298,3,《པེ་》《སྣར་》,པར།,
,,3299,4,《པེ་》《སྣར་》,པའོ།,
,,3300,5,《པེ་》《སྣར་》,mདག,
,,3301,6,《པེ་》《སྣར་》,བའི་ཕྱིར།,
,418,3302,1,《པེ་》《སྣར་》,སེམས།,
,,3303,2,《པེ་》《སྣར་》,འདྲེས།,
,,3304,3,《པེ་》《སྣར་》,mདེའི།,
,,3305,4,《པེ་》《སྣར་》,འདྲེས།,
,,3306,5,《པེ་》《སྣར་》,འདྲེས།,
,,3307,6,《པེ་》《སྣར་》,པོ།,
,,3308,7,《པེ་》《སྣར་》,འདྲེས།,
,419,3309,1,《པེ་》《སྣར་》,།།,
,,3310,2,《སྣར་》,བར།,
,,3311,3,《པེ་》《སྣར་》,པས།,
,420,3312,1,《པེ་》《སྣར་》,pཔ།,
,,3313,2,《པེ་》《སྣར་》,།།,
,,3314,3,《པེ་》《སྣར་》,mལ།,
,,3315,4,《སྣར་》,ཞེས།,
,,3316,5,《པེ་》《སྣར་》,དོ།།,
,421,3317,1,《པེ་》《སྣར་》,གསོས།,
,,3318,2,《པེ་》,སྤྱད།,
,,3319,3,《པེ་》《སྣར་》,འགྲོན།,
,,3320,4,《པེ་》《སྣར་》,བཟད།,
,,3321,5,《པེ་》《སྣར་》,ཤཱ་རདྭཱ།,
,,3322,6,《པེ་》《སྣར་》,mརོ།,
,,3323,7,《པེ་》《སྣར་》,ཤཱ།,
,,3324,8,《པེ་》《སྣར་》,ཀྱི་འབྲེལ།,
,,3325,9,《པེ་》《སྣར་》,mསྤོབས་པ་དང་།,
,,3326,10,《པེ་》《སྣར་》,འབྲེལ།,
,,3327,11,《པེ་》《སྣར་》,འབྲེལ།,
,,3328,12,《པེ་》《སྣར་》,ཀྱི།,
,,3329,13,《པེ་》《སྣར་》,སྦྱངས་པའི།,
,,3330,14,《པེ་》《སྣར་》,ཁྲོལ་གྱིས་འབྲེལ།,
,,3331,15,《པེ་》《སྣར་》,ཀྱིས།,
,,3332,16,《པེ་》《སྣར་》,ཁྲོལ།,
,,3333,17,《པེ་》《སྣར་》,ཕྲོགས།,
,,3334,18,《པེ་》《སྣར་》,དང་།,
,422,3335,1,《པེ་》《སྣར་》,པ།,
,,3336,2,《པེ་》《སྣར་》,གྱི།,
,,3337,3,《པེ་》《སྣར་》,pཏུ།,
,,3338,4,《པེ་》《སྣར་》,mཕྱིར།,
,,3339,5,《པེ་》《སྣར་》,ཀྱི།,
,,3340,6,《པེ་》《སྣར་》,mརྐྱེན།,
,,3341,7,《པེ་》《སྣར་》,དག,
,,3342,8,《པེ་》《སྣར་》,རབ།,
,423,3343,1,《པེ་》《སྣར་》,བཞི་པའི།,
,,3344,2,《པེ་》《སྣར་》,mདང་།,
,,3345,3,《པེ་》《སྣར་》,ལྟར།,
,,3346,4,《པེ་》《སྣར་》,སྒྲིབ།,
,,3347,5,《པེ་》《སྣར་》,mབོ།,
,424,3348,1,《པེ་》《སྣར་》,བླངས་ཤིང་།,
,,3349,2,《པེ་》,བསྒྲུབས་པ་སྟེ།,《སྣར་》,བསྒྲུབ་པ་སྟེ།
,,3350,3,《པེ་》《སྣར་》,mན།,
,,3351,4,《སྣར་》,mན།,
,,3352,5,《པེ་》,pདེ་ན།,
,,3353,6,《པེ་》,མ་དང་།,《སྣར་》,མ་དད།
,,3354,7,《པེ་》《སྣར་》,པའོ།།,
,,3355,8,《པེ་》《སྣར་》,mནི།,
,425,3356,1,《པེ་》《སྣར་》,mནི།,
,,3357,2,《པེ་》《སྣར་》,བཟུང་།,
,,3358,3,《པེ་》《སྣར་》,pམི།,
,,3359,4,《པེ་》《སྣར་》,མི།,
,426,3360,1,《པེ་》《སྣར་》,བསྙེན།,
,,3361,2,《པེ་》《སྣར་》,mནོ།,
,,3362,3,《པེ་》《སྣར་》,ཀྱི།,
,,3363,4,《པེ་》《སྣར་》,ཏོ།།,
,,3364,5,《པེ་》《སྣར་》,པོའི་འམ།,
,,3365,6,《པེ་》,mཚོགས།,
,,3366,7,《པེ་》《སྣར་》,གི།,
,,3367,8,《པེ་》《སྣར་》,འཇིག,
,427,3368,1,《པེ་》《སྣར་》,པ།,
,,3369,2,《པེ་》《སྣར་》,mདེ།,
,,3370,3,《པེ་》《སྣར་》,གི།,
,,3371,4,《པེ་》《སྣར་》,བསླབས་ཤིང་།,
,428,3372,1,《པེ་》《སྣར་》,དཔའི།,
,,3373,2,《པེ་》《སྣར་》,mནི།,
,,3374,3,《པེ་》《སྣར་》,mདེ།,
,,3375,4,《པེ་》《སྣར་》,pདང་།,
,,3376,5,《པེ་》《སྣར་》,mམགོན་མེད་པ།,
,,3377,6,《པེ་》《སྣར་》,pདང་།,
,,3378,7,《སྣར་》,pདང་།,
,,3379,8,《པེ་》《སྣར་》,དེ།,
,,3380,9,《པེ་》《སྣར་》,པོ།,
,,3381,10,《པེ་》《སྣར་》,མདོ།,
,429,3382,1,《པེ་》《སྣར་》,པའི།,
,,3383,2,《པེ་》《སྣར་》,ཕྱུགས།,
