མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,པར་གྲངས།
,825,825,1,《པེ་》《སྣར་》,ལ།,
,,826,2,《པེ་》《སྣར་》,སྐྱེས།,
,,827,3,《པེ་》《སྣར་》,༼ལ།,
,,828,4,《པེ་》《སྣར་》,དོ།།,
,,829,5,《པེ་》《སྣར་》,བལྟོས།,
,,830,6,《སྣར་》,བལྟ།,
,826,831,1,《པེ་》《སྣར་》,དཔྱོད།,
,,832,2,《པེ་》《སྣར་》,གཡོ་བའི།,
,,833,3,《སྣར་》,༼མ།,
,,834,4,《པེ་》《སྣར་》,༼ཀྱི།,
,827,835,1,《པེ་》《སྣར་》,༼དེས།,
,,836,2,《པེ་》《སྣར་》,གི།,
,,837,3,《པེ་》《སྣར་》,ལ།,
,,838,4,《པེ་》《སྣར་》,ཆོས་འགྲུབ།,
,,839,5,《པེ་》《སྣར་》,པས།,
,828,840,1,《པེ་》《སྣར་》,འབྱུང་།,
,,841,2,《སྣར་》,ལས།,
,,842,3,《པེ་》《སྣར་》,གྱུར་པའི།,
,,843,4,《པེ་》《སྣར་》,༼ཡུལ་ཐམས་ཅད་ཀྱང་།,
,,844,5,《པེ་》《སྣར་》,༼མ་ཡིན་པར་འགྱུར་ཞིང་།,
,,845,6,《པེ་》,༼སེམས་ཅན་ཡང་དེ་ལས་གཞན་པའི།,
,,846,7,《པེ་》《སྣར་》,༼མངོན་སུམ།,
,829,847,1,《པེ་》《སྣར་》,པ།,
,,848,2,《པེ་》《སྣར་》,༼རྩོལ་བའི་བདག་ཉིད་ཅན་ཞིག་སྤྱོད་པར་འགྱུར་བའམ། འོན་ཏེ་མི།,
,,849,3,《པེ་》《སྣར་》,༼མི་རུང་ངམ་ཅི།,
,,850,4,《པེ་》《སྣར་》,༼དང་།,
,830,851,1,《པེ་》《སྣར་》,ན།,
,,852,2,《པེ་》,འདུས།,
,,853,3,《པེ་》《སྣར་》,དེ།,
,,854,4,《པེ་》《སྣར་》,ཇི།,
,,855,5,《པེ་》《སྣར་》,༽པོ།,
,831,856,1,《པེ་》《སྣར་》,གིས།,
,,857,2,《པེ་》《སྣར་》,ན།,
,,858,3,《པེ་》《སྣར་》,མཁའ།,
,,859,4,《པེ་》《སྣར་》,བཅད།,
,,860,5,《པེ་》《སྣར་》,བསྲེག,
,832,861,1,《སྣར་》,འབྱུང་།,
,833,862,1,《སྣར་》,༼འཇིག་པའི་ངང་ཅན་དང་།,
,,863,2,《པེ་》《སྣར་》,གཞོན།,
,,864,3,《པེ་》《སྣར་》,༼མི།,
,,865,4,《པེ་》《སྣར་》,པ།,
,,866,5,《པེ་》《སྣར་》,བསྲེག,
,834,867,1,《པེ་》《སྣར་》,མི།,
,,868,2,《སྣར་》,ཛད།,
,,869,3,《པེ་》《སྣར་》,པ།,
,,870,4,《པེ་》《སྣར་》,པའི།,
,,871,5,《པེ་》《སྣར་》,ལས།,
,835,872,1,《སྣར་》,སོ།།,
,,873,2,《པེ་》《སྣར་》,༼ཡང་།,
,,874,3,《པེ་》《སྣར་》,པ།,
,,875,4,《པེ་》《སྣར་》,༼ཡང་།,
,,876,5,《པེ་》《སྣར་》,༽ཀྱང་།,
,,877,6,《པེ་》《སྣར་》,༽དེ།,
,,878,7,《པེ་》《སྣར་》,༼ན།,
,836,879,1,《པེ་》《སྣར་》,ཀྱིས།,
,,880,2,《པེ་》《སྣར་》,༽དག,
,,881,3,《པེ་》《སྣར་》,༽མ།,
,,882,4,《པེ་》《སྣར་》,༼ལ།,
,,883,5,《པེ་》《སྣར་》,བསད།,
,,884,6,《པེ་》《སྣར་》,ཏེ།,
,,885,7,《པེ་》《སྣར་》,མཐའི།,
,,886,8,《པེ་》《སྣར་》,པར།,
,,887,9,《པེ་》《སྣར་》,དེ།,
,837,888,1,《པེ་》《སྣར་》,ཅིང་།,
,,889,2,《པེ་》《སྣར་》,༼རྣམས།,
,,890,3,《པེ་》《སྣར་》,༼དུ།,
,838,891,1,《པེ་》《སྣར་》,བཀོལ་བར།,
,,892,2,《སྣར་》,བྱ་བ།,
,839,893,1,《པེ་》《སྣར་》,༼གང་ཡིན་པ།,
,,894,2,《པེ་》《སྣར་》,པ།,
,,895,3,《པེ་》《སྣར་》,༼རུང་།,
,,896,4,《པེ་》《སྣར་》,རྟག,
,,897,5,《པེ་》《སྣར་》,རྟག,
,,898,6,《པེ་》《སྣར་》,ལ།,
,840,899,1,《པེ་》,༼དམ།,
,,900,2,《སྣར་》,གང་ལ།,
,,901,3,《པེ་》《སྣར་》,༼ཡན།,
,,902,4,《པེ་》《སྣར་》,ལེན།,
,841,903,1,《པེ་》《སྣར་》,ཅིའི།,
,,904,2,《པེ་》《སྣར་》,བ།,
,,905,3,《པེ་》《སྣར་》,རྟོགས།,
,842,906,1,《པེ་》《སྣར་》,རྒྱུ།,
,,907,2,《པེ་》《སྣར་》,ལ།,
,,908,3,《པེ་》《སྣར་》,གྱི་དགག,
,,909,4,《པེ་》《སྣར་》,བ།,
,,910,5,《པེ་》《སྣར་》,པའོ།།,
,,911,6,《པེ་》《སྣར་》,དག་པ།,
,843,912,1,《པེ་》《སྣར་》,པ།,
,,913,2,《པེ་》《སྣར་》,པའི།,
,,914,3,《པེ་》《སྣར་》,བ།,
,,915,4,《པེ་》《སྣར་》,༼ནི།,
,,916,5,《པེ་》《སྣར་》,དེ།,
,,917,6,《པེ་》《སྣར་》,འདི།,
,,918,7,《པེ་》《སྣར་》,འབྱུང་།,
,,919,8,《སྣར་》,གིས།,
,844,920,1,《པེ་》《སྣར་》,སོའི།,
,,921,2,《པེ་》《སྣར་》,པའི།,
,,922,3,《པེ་》《སྣར་》,དོ།།,
,,923,4,《པེ་》《སྣར་》,༼སྟེ།,
,845,924,1,《པེ་》《སྣར་》,གི།,
,,925,2,《པེ་》《སྣར་》,འབྱུང་།,
,,926,3,《སྣར་》,གིས།,
,,927,4,《པེ་》《སྣར་》,ནི།,
,846,928,1,《པེ་》《སྣར་》,པས།,
,,929,2,《པེ་》《སྣར་》,༽བ།,
,,930,3,《པེ་》《སྣར་》,དེ།,
,,931,4,《པེ་》《སྣར་》,ལ།,
,,932,5,《པེ་》《སྣར་》,༼ངོ་།,
,,933,6,《པེ་》,༼ཕྱུག,
,847,934,1,《པེ་》《སྣར་》,ཚིགས།,
,,935,2,《པེ་》《སྣར་》,བསྒྲུབ།,
,,936,3,《པེ་》《སྣར་》,པ།,
,,937,4,《པེ་》《སྣར་》,༼བྱས་ནས་འདི།,
,,938,5,《པེ་》《སྣར་》,ཀྱིས།,
,,939,6,《པེ་》《སྣར་》,བཟློག,
,,940,7,《པེ་》,༼ལ།,
,,941,8,《པེ་》《སྣར་》,པས།,
,,942,9,《པེ་》,༼དེ།,
,849,943,1,《པེ་》《སྣར་》,ཅན་གྱིས།,
,,944,2,《སྣར་》,པ།,
,,945,3,《པེ་》《སྣར་》,གར།,
,,946,4,《པེ་》《སྣར་》,ནས།,
,,947,5,《པེ་》《སྣར་》,རིགས།,《ཅོ་》,དུ་རིགས།
,850,948,1,《པེ་》《སྣར་》,སྟེ།,
,,949,2,《པེ་》《སྣར་》,༽འདི།,
,,950,3,《པེ་》《སྣར་》,པ།,
,,951,4,《པེ་》《སྣར་》,སྐུར།,
,851,952,1,《པེ་》《སྣར་》,རྟག,
,,953,2,《སྣར་》,རྫུན།,
,a,954,,,,
,a,955,,,,
,a,956,,,,
,a,957,,,,
,a,958,,,,
,852,959,1,《པེ་》《སྣར་》,རླུང་།,
,,960,2,《པེ་》《སྣར་》,༼ཡང་།,
,,961,3,《པེ་》《སྣར་》,༼ན།,
,853,962,1,《པེ་》《སྣར་》,ལྟ།,
,854,963,1,《པེ་》《སྣར་》,༽བུ།,
,,964,2,《ཅོ་》,པ།,
,,965,3,《པེ་》《སྣར་》,༼མ།,
,855,966,1,《པེ་》《སྣར་》,སྐྱེ་བའམ།,
,,967,2,《པེ་》《སྣར་》,༼ངོ་།,
,,968,3,《པེ་》《སྣར་》,༼པ།,
,856,969,1,《པེ་》《སྣར་》,པར།,
,,970,2,《པེ་》《སྣར་》,སྤྱོད།,
,,971,3,《པེ་》《སྣར་》《ཅོ་》,༽རྟེན།,
,857,972,1,《པེ་》《སྣར་》,༼ནོ།,
,,973,2,《པེ་》《སྣར་》,༼ན།,
,,974,3,《པེ་》,༼ཉིད།,
,,975,4,《པེ་》《སྣར་》,༼ན།,
,,976,5,《པེ་》《སྣར་》,ཀྱི།,
,858,977,1,《པེ་》《སྣར་》,༼པས།,
,,978,2,《པེ་》《སྣར་》,བསྒོ།,
,,979,3,《པེ་》《སྣར་》,གྱིས།,
,859,980,1,《པེ་》《སྣར་》,སྤྱོད།,
,,981,2,《པེ་》《སྣར་》,པ།,
,860,982,1,《སྣར་》,༼བྲམ།,
,,983,2,《པེ་》《སྣར་》,པ།,
,,984,3,《པེ་》《སྣར་》,བྱས་པ་དེ་ནི།,
,a,985,,,,
,861,986,1,《པེ་》《སྣར་》,ག,
,,987,2,《པེ་》《སྣར་》,དང་།,
,,988,3,《པེ་》,མོའི་བརྟུལ་ཞུགས།,《སྣར་》,མོའི་བརྟུགས།
,,989,4,《པེ་》《སྣར་》,པས།,
,,990,5,《སྣར་》,༼ཡང་།,
,,991,6,《པེ་》《སྣར་》,པར།,
,,992,7,《སྣར་》,༼ཉེས་པ་ལས།,
,,a,8,《པེ་》,༼བར།,
,,993,9,《སྣར་》,བ།,
,862,994,1,《པེ་》《སྣར་》,དེ།,
,,995,2,《པེ་》《སྣར་》,གསལ།,
,,996,3,《སྣར་》,ཉེ་བར།,
,,997,4,《པེ་》《སྣར་》,བསྒྲུབ།,
,,998,5,《པེ་》《སྣར་》,བསྒྲུབ།,
,a,999,,,,
,a,1000,,,,
,863,1001,1,《པེ་》《སྣར་》,སྒྲུབ།,
,,1002,2,《སྣར་》,སྒྲུབ།,
,,1003,3,《པེ་》《སྣར་》,གྱུར།,
,,1004,4,《པེ་》《སྣར་》,བསྒྲུབ།,
,,1005,5,《པེ་》《སྣར་》,བསམས།,
,,1006,6,《པེ་》《སྣར་》,པར།,
,,1007,7,《པེ་》《སྣར་》,དརྦྷ།,
,a,,8,《པེ་》,བོའི།,《སྣར་》,བོ།
,a,,9,《པེ་》《སྣར་》,པར།,
,864,1008,1,《པེ་》《སྣར་》,༽མི་དགེ་བ་དང་།,
,,1009,2,《པེ་》《སྣར་》,༼རྣམས།,
,,1010,3,《པེ་》《སྣར་》,༼ཡང་།,
,,1011,4,《པེ་》《སྣར་》,༽པོ།,
,,1012,5,《པེ་》《སྣར་》,རིགས།,
,865,1013,1,《པེ་》《སྣར་》,༼ཏུ།,
,,1014,2,《པེ་》,རྒྱུ་ཡང་།,
,,1015,3,《པེ་》《སྣར་》,༼རྣམ་པ།,
,,1016,4,《པེ་》《སྣར་》《ཅོ་》,བྱའོ།,
,,1017,5,《པེ་》《སྣར་》,བྱའོ།,
,866,1018,1,《པེ་》《སྣར་》,ཀྱིས།,
,,1019,2,《པེ་》《སྣར་》,གྱིས།,
,,1020,3,《པེ་》《སྣར་》,བའི།,
,,1021,4,《ཅོ་》,གི།,
,867,1022,1,《པེ་》《སྣར་》,པ།,
,,1023,2,《པེ་》《སྣར་》,སྒྲུབ།,
,,1024,3,《སྣར་》,༼བ།,
,,1025,4,《པེ་》《སྣར་》,བསྒོམ།,
,,1026,5,《པེ་》《སྣར་》,སྒྲུབ།,
,,1027,6,《པེ་》《སྣར་》,བསྒོམ།,
,,1028,7,《པེ་》《སྣར་》,སྒྲུབ།,
,,1029,8,《པེ་》《སྣར་》,ལས།,
,,1030,9,《པེ་》《སྣར་》,སྒྲུབ།,
,868,1031,1,《པེ་》,༼བརྟགས་ཀྱང་རུང་མ།,
,,1032,2,《པེ་》,གང་།,
,,1033,3,《པེ་》《སྣར་》,པ།,
,,1034,4,《སྣར་》,བརྟག,
,,1035,5,《པེ་》《སྣར་》,བརྟེན།,
,,1036,6,《པེ་》《སྣར་》,པ།,
,,1037,7,《སྣར་》,ཚུངས།,
,,1038,8,《པེ་》《སྣར་》,ཕྱི།,
,,1039,9,《པེ་》《སྣར་》,རྟེན།,
,869,1040,1,《ཅོ་》,༼པ།,
,870,1041,1,《སྣར་》,མཐོང་།,
,,1042,2,《སྣར་》,བརྗེད།,
,,1043,3,《པེ་》《སྣར་》,བརྟེན།,
,,1044,4,《སྣར་》,དུ།,
,871,1045,1,《པེ་》《སྣར་》,བྱེད།,
,,1046,2,《པེ་》《སྣར་》,སྒྲིབས།,
,,1047,3,《པེ་》《སྣར་》,བྱ་སྟེ།,
,872,1048,1,《པེ་》《སྣར་》,༼ཡོངས།,
,,1049,2,《པེ་》《སྣར་》,༼རྣམ་པ།,
,,1050,3,《ཅོ་》,རྟོགས།,
,,1051,4,《ཅོ་》,པར།,
,873,1052,1,《པེ་》《སྣར་》,༽ཕྱིན་ཅི་ལོག་ཀྱང་ཡོད་དེ།,
,,1053,2,《པེ་》《སྣར་》,༼སེམས།,
,,1054,3,《པེ་》《སྣར་》,བདེའོ།,
,874,1055,1,《སྣར་》,བགེགས།,
,,1056,2,《སྣར་》,༽པ།,
,,1057,3,《པེ་》《སྣར་》,འགྱུར་བས།,
,,1058,4,《པེ་》《སྣར་》,པས།,
,,1059,5,《པེ་》《སྣར་》,གཡེང་བར།,
,875,1060,1,《པེ་》《སྣར་》,རྒྱུད།,
,,1061,2,《པེ་》《སྣར་》,པ།,
,,1062,3,《སྣར་》,བགེགས།,
,,1063,4,《པེ་》《སྣར་》,ཀྱིས།,
,,1064,5,《པེ་》《སྣར་》,༼ནི།,
,876,1065,1,《པེ་》《སྣར་》,འདུད།,
,,1066,2,《སྣར་》,༼བ།,
,877,1067,1,《པེ་》《སྣར་》,༼ཚེ་འདི་དང་ཕྱི་མ།,
,,1068,2,《པེ་》《སྣར་》,ལས།,
,,1069,3,《པེ་》《སྣར་》,པ།,
,878,1070,1,《སྣར་》,མ་ཡིན།,
,,1071,2,《པེ་》《སྣར་》,༽པ།,
,,1072,3,《པེ་》《སྣར་》,༼ཀྱི།,
,,1073,4,《པེ་》《སྣར་》,པ།,
,,1074,5,《པེ་》《སྣར་》,གཡེམས།,
,,1075,6,《པེ་》《སྣར་》,༼ལ།,
,,1076,7,《པེ་》《སྣར་》,གཡེམས།,
,879,1077,1,《པེ་》《སྣར་》,བསད་པ་བསྒྲུབ།,
,,1078,2,《པེ་》《སྣར་》,བསད།,
,,1079,3,《པེ་》《སྣར་》,གསེས་ཏེ།,
,,1080,4,《པེ་》《སྣར་》,པ།,
,,1081,5,《པེ་》《སྣར་》,བསྡམ།,
,,1082,6,《པེ་》《སྣར་》,༼འདི་སྐད་དུ།,
,880,1083,1,《པེ་》《སྣར་》,གྲོང་།,
,,1084,2,《པེ་》《སྣར་》,སྐྱབས།,
,,1085,3,《པེ་》《སྣར་》,སྐྱབས།,
,,1086,4,《པེ་》《སྣར་》,གིས།,
,,1087,5,《སྣར་》,སྦྱིན།,
,881,1088,1,《པེ་》《སྣར་》,ལྟ།,
,,1089,2,《པེ་》《སྣར་》,རྐུ།,
,,1090,3,《པེ་》《སྣར་》,ཏེ།,
,,1091,4,《པེ་》《སྣར་》,བྱ་སྟེ།,
,,1092,5,《པེ་》《སྣར་》,བཏང་།,
,882,1093,1,《པེ་》《སྣར་》,བསྲུངས་པའོ།,
,,1094,2,《པེ་》《སྣར་》,ཆས།,
,,1095,3,《པེ་》《སྣར་》,སྲུངས་ཀྱིས།,
,,1096,4,《པེ་》《སྣར་》,བསྲུང་བ།,
,,1097,5,《པེ་》《སྣར་》,སྲུང་།,
,,1098,6,《པེ་》《སྣར་》,སྲུངས་ཀྱིས།,
,,1099,7,《པེ་》《སྣར་》,གཟུང་།,
,,1100,8,《པེ་》《སྣར་》,༼ནི།,
,,1101,9,《པེ་》《སྣར་》,ཆོལ།,
,,1102,10,《པེ་》《སྣར་》,༼པ།,
,883,1103,1,《པེ་》《སྣར་》,༼དེ།,
,,1104,2,《པེ་》《སྣར་》,༼པ།,
,,1105,3,《པེ་》《སྣར་》,ནི།,
,884,1106,1,《པེ་》《སྣར་》,ཚོལ།,
,,1107,2,《པེ་》《སྣར་》,ཚོལ།,
,,1108,3,《པེ་》《སྣར་》,བཏགས་པ་མ་ཡིན།,
,,1109,4,《པེ་》《སྣར་》,བྱས་པ།,
,885,1110,1,《པེ་》《སྣར་》,ལས།,
,,1111,2,《པེ་》《སྣར་》,ལས།,
,,1112,3,《པེ་》《སྣར་》,ལས།,
,,1113,4,《པེ་》《སྣར་》,པོ།,
,,1114,5,《སྣར་》,ཀྱིས།,
,,1115,6,《པེ་》《སྣར་》,གཞེར།,
,,1116,7,《པེ་》《སྣར་》,པ།,
,886,1117,1,《པེ་》《སྣར་》,པ།,
,,1118,2,《པེ་》,བརྩེ།,
,,1119,3,《པེ་》《སྣར་》,ཡིན་ཏེ།,
,,1120,4,《པེ་》《སྣར་》,༼ཅན།,
,,1121,5,《པེ་》《སྣར་》,༼ཐ།,
,,1122,6,《པེ་》《སྣར་》,ཏེ།,
,,1123,7,《པེ་》《སྣར་》,པར།,
,,1124,8,《པེ་》《སྣར་》,གྱིས།,
,,1125,9,《པེ་》《སྣར་》,ཀྱིས།,
,887,1126,1,《པེ་》《སྣར་》,ལྟ།,
,,1127,2,《པེ་》《སྣར་》,༼དུ།,
,,1128,3,《པེ་》《སྣར་》,བའི།,
,,1129,4,《པེ་》《སྣར་》,པ།,
,888,1130,1,《སྣར་》,བཞི།,
,,1131,2,《པེ་》《སྣར་》,སོ།,
,,1132,3,《པེ་》《སྣར་》,སོ།,
,,1133,4,《པེ་》《སྣར་》,༼རྒྱུ་དང་།,
,889,1134,1,《པེ་》《སྣར་》,༼ལ།,
,,1135,2,《པེ་》《སྣར་》,༽པ།,
,,1136,3,《པེ་》《སྣར་》,བརྒྱལ།,
,,1137,4,《སྣར་》,༼ནི།,
,,1138,5,《པེ་》《སྣར་》,བསྒྲུབ།,
,,1139,6,《པེ་》《སྣར་》,༼ན།,
,,1140,7,《སྣར་》,༼གཞག་པ་ཡིན་པས།,
,,1141,8,《པེ་》《སྣར་》,༽ན།,
,890,1142,1,《པེ་》《སྣར་》,བསད།,
,,1143,2,《པེ་》《སྣར་》,བསད།,
,,1144,3,《པེ་》《སྣར་》,བསད།,
,,1145,4,《པེ་》《སྣར་》,པ།,
,,1146,5,《པེ་》《སྣར་》,གཟུང་།,
,,1147,6,《པེ་》《སྣར་》,ལས།,
,,1148,7,《པེ་》《སྣར་》,བརྟེན།,
,,1149,8,《པེ་》《སྣར་》,སོགས།,
,,1150,9,《པེ་》《སྣར་》,རྫུན།,
,,1151,10,《པེ་》《སྣར་》,རྒྱུའི།,
,,1152,11,《པེ་》《སྣར་》,རྒྱུའི།,
,891,1153,1,《སྣར་》,༼ལ།,
,,1154,2,《པེ་》《སྣར་》,པར།,
,,1155,3,《པེ་》《སྣར་》,༼ལུས་ཀྱི།,
,892,1156,1,《པེ་》《སྣར་》,༽མ་བྱིན་པར་ལེན་པ་ལ། ཡང་དེ་དང་འདྲ་བར་རིག་པར་བྱའོ། །དེ་ལ་བྱེད་བྲག་ནི་འདི་ཡོད་དེ།,
,,1157,2,《པེ་》《སྣར་》,པ།,
,893,1158,1,《པེ་》《སྣར་》,གི།,
,,1159,2,《པེ་》《སྣར་》,ལྟ།,
,,1160,3,《པེ་》《སྣར་》,པ།,
,,1161,4,《པེ་》《སྣར་》,༼རྣམས།,
,,1162,5,《པེ་》《སྣར་》,༼དེ།,
,,1163,6,《པེ་》《སྣར་》,གྱུར་པ།,
,894,1164,1,《པེ་》《སྣར་》,གྱིས།,
,,1165,2,《པེ་》《སྣར་》,བའོ།,
,,1166,3,《པེ་》,རོ།,
,,1167,4,《སྣར་》,ལྟེ།,
,,1168,5,《པེ་》《སྣར་》,༽མི།,
,895,1169,1,《པེ་》《སྣར་》,པ་བས།,
,,1170,2,《པེ་》《སྣར་》,༼དང་།,
,,1171,3,《པེ་》《སྣར་》,པར།,
,896,1172,1,《པེ་》《སྣར་》,པའམ།,
,,1173,2,《པེ་》《སྣར་》,མའི།,
,,1174,3,《པེ་》《སྣར་》,གཤེས།,
,,1175,4,《པེ་》《སྣར་》,བསླུ།,
,,1176,5,《པེ་》,༼པ།,
,,1177,6,《སྣར་》,འཇིགས།,
,,1178,7,《པེ་》《སྣར་》,༼ལ།,
,,1179,8,《པེ་》《སྣར་》,༼ལ།,
,897,1180,1,《པེ་》《སྣར་》,རྟས།,
,898,1181,1,《པེ་》《སྣར་》,ལྟ།,
,,1182,2,《པེ་》《སྣར་》,བརྟེན།,
,,1183,3,《པེ་》《སྣར་》,པས།,
,899,1184,1,《པེ་》《སྣར་》,༼སྲོག་གཅོད་པ་བས་བརྣབ་སེམས་ཁ་ན་མ་ཐོ་བ་ཆེས་ཆེ་བ་དང་།,
,,1185,2,《པེ་》《སྣར་》,༼ཆེས།,
,,1186,3,《པེ་》《སྣར་》,པར།,
,,1187,4,《པེ་》《སྣར་》,༼པ།,
,,1188,5,《པེ་》《སྣར་》,ལྟ།,
,,1189,6,《པེ་》《སྣར་》,༼བྱ་བ་ཕྱིན་ཅི་ལོག་པ་དང་།,
,,1190,7,《པེ་》《སྣར་》,༽བྱ་བ་ཕྱིན་ཅི་ལོག་པ་དག,
,,1191,8,《པེ་》《སྣར་》,བསད་པར་བྱས་པ།,
,,1192,9,《པེ་》《སྣར་》,དོ།།,
,,1193,10,《པེ་》《སྣར་》,བསྐྱེད།,
,900,1194,1,《པེ་》《སྣར་》,བརྗོད།,
,,1195,2,《པེ་》《སྣར་》,ལས།,
,,1196,3,《པེ་》《སྣར་》,བསད།,
,,1197,4,《པེ་》《སྣར་》,བསད།,
,901,1198,1,《པེ་》《སྣར་》,པ།,
,,1199,2,《པེ་》《སྣར་》,སྒོམ།,
,902,1200,1,《པེ་》《སྣར་》,བསླང་བ།,
,,1201,2,《པེ་》《སྣར་》,བསམ།,
,,1202,3,《པེ་》《སྣར་》,བསླང་བ།,
,,1203,4,《སྣར་》,བསམས།,
,,1204,5,《པེ་》《སྣར་》,བསམས།,
,,1205,6,《པེ་》《སྣར་》,བས།,
,903,1206,1,《པེ་》《སྣར་》,སྲུངས།,
,,1207,2,《པེ་》《སྣར་》,པ་པོ།,
,904,1208,1,《པེ་》《སྣར་》,བསླང་བའི།,
,,1209,2,《པེ་》《སྣར་》,༽དེ།,
,,1210,3,《པེ་》《སྣར་》,སྒོམ།,
,,1211,4,《པེ་》《སྣར་》,བསྒོམས།,
,,1212,5,《པེ་》《སྣར་》,༼ནི།,
,906,1213,1,《པེ་》《སྣར་》,ལ།,
,,1214,2,《པེ་》《སྣར་》,དོ།།,
,,1215,3,《པེ་》《སྣར་》,ཅར།,
,907,1216,1,《པེ་》《སྣར་》,བའི་ལས།,
,,1217,2,《པེ་》《སྣར་》,༼རྣམས།,
,,1218,3,《སྣར་》,བསྐྱེད།,
,,1219,4,《སྣར་》,བསྐྱེད།,
,,1220,5,《པེ་》《སྣར་》,༼ཚེ།,
,,1221,6,《པེ་》《སྣར་》,བསྐྱེད།,
,,1222,7,《པེ་》《སྣར་》,བ།,
,,1223,8,《པེ་》《སྣར་》,བསད།,
,908,1224,1,《པེ་》《སྣར་》,བསད།,
,,1225,2,《པེ་》《སྣར་》,བསད།,
,,1226,3,《པེ་》《སྣར་》,༼ན།,
,,1227,4,《པེ་》《སྣར་》,བསྐྱེད།,
,,1228,5,《པེ་》《སྣར་》,བསྐྱེད།,
,,1229,6,《པེ་》《སྣར་》,བསྐྱེད།,
,,1230,7,《པེ་》《སྣར་》,ལྟ།,
,909,1231,1,《པེ་》《སྣར་》,༼གནས།,
,,1232,2,《པེ་》《སྣར་》,༼ཏུ།,
,,1233,3,《པེ་》《སྣར་》,ཟེའི།,
,910,1234,1,《པེ་》《སྣར་》,ལ།,
,,1235,2,《པེ་》《སྣར་》,པར།,
,,1236,3,《པེ་》《སྣར་》,མཁའ་ལ།,
,911,1237,1,《པེ་》《སྣར་》,ཀྱིས།,
,,1238,2,《པེ་》《སྣར་》,ཟག་ཅིང་།,
,,1239,3,《པེ་》《སྣར་》,ནི།,
,912,1240,1,《པེ་》《སྣར་》,ཡང་།,
,913,1241,1,《པེ་》《སྣར་》,ན།,
,,1242,2,《པེ་》,ཤི་བའི་དུས་ཀྱིས།,《སྣར་》,ཤིའི་དུས་ཀྱི།
,,1243,3,《པེ་》《སྣར་》,འགག,
,,1244,4,《པེ་》《སྣར་》,འཚོ་བའི།,
,,1245,5,《པེ་》,པར།,
,914,1246,1,《པེ་》,༼ལྟར་ན།,
,915,1247,1,《པེ་》《སྣར་》,༼ལ།,
,,1248,2,《པེ་》《སྣར་》,༽བ།,
,,1249,3,《པེ་》《སྣར་》,སྲིད།,
,916,1250,1,《པེ་》《སྣར་》,བསྐྱེད།,
,,1251,2,《པེ་》《སྣར་》,རིམས་སམ།,
,,1252,3,《པེ་》《སྣར་》,སྔོན།,
,,1253,4,《པེ་》《སྣར་》,གྱིས།,
,917,1254,1,《པེ་》《སྣར་》,པའི།,
,,1255,2,《པེ་》《སྣར་》,བསྐྱེད།,
,,1256,3,《པེ་》《སྣར་》,༼པ།,
,918,1257,1,《པེ་》《སྣར་》,འདའ་བའི།,
,,1258,2,《པེ་》《སྣར་》,པ།,
,919,1259,1,《པེ་》《སྣར་》,བ།,
,,1260,2,《པེ་》《སྣར་》,ཀྱི་ཉེས་པར།,
,,1261,3,《པེ་》《སྣར་》,ཏེ།,
,,1262,4,《པེ་》,པས།,
,,1263,5,《པེ་》《སྣར་》,༽བ།,
,920,1264,1,《པེ་》《སྣར་》,སོ།,
,,1265,2,《པེ་》《སྣར་》,པོ།,
,921,1266,1,《པེ་》《སྣར་》,དང་།,
,,1267,2,《པེ་》《སྣར་》,༼ཀྱི།,
,,1268,3,《པེ་》《སྣར་》,ཀྱི།,
,,1269,4,《པེ་》《སྣར་》,༼མི།,
,,1270,5,《པེ་》《སྣར་》,གྱི།,
,,1271,6,《པེ་》《སྣར་》,བསྒྲུབ།,
,,1272,7,《པེ་》,༼བ།,
,,1273,8,《པེ་》《སྣར་》,ལྟ།,
,,1274,9,《པེ་》《སྣར་》,༼དང་།,
,,1275,10,《པེ་》《སྣར་》,༼དེ་དག་ནི།,
,,1276,11,《པེ་》《སྣར་》,བྱའོ།,
,922,1277,1,《པེ་》《སྣར་》,རྟོགས།,
,,1278,2,《པེ་》《སྣར་》,༼པོ།,
,,1279,3,《པེ་》《སྣར་》,པས།,
,,1280,4,《པེ་》《སྣར་》,ལྟ།,
,923,1281,1,《པེ་》《སྣར་》,བདུན།,
,,1282,2,《པེ་》《སྣར་》,པ་ནས།,
,,1283,3,《པེ་》《སྣར་》,ཏེ།,
,924,1284,1,《སྣར་》,སོ།,
,,1285,2,《པེ་》《སྣར་》,སྟེ།,
,,1286,3,《པེ་》《སྣར་》,༼ཀྱི།,
,,1287,4,《པེ་》《སྣར་》,ལྟ།,
,925,1288,1,《པེ་》《སྣར་》,གི།,
,,1289,2,《པེ་》《སྣར་》,བ།,
,,1290,3,《པེ་》《སྣར་》,པ།,
,,1291,4,《པེ་》《སྣར་》,ལས།,
,,1292,5,《པེ་》《སྣར་》,རྣམ་པར།,
,926,1293,1,《པེ་》《སྣར་》,པར།,
,,1294,2,《པེ་》,༼ན།,
,927,1295,1,《པེ་》《སྣར་》,༼པ།,
,,1296,2,《པེ་》《སྣར་》,པ།,
,,1297,3,《པེ་》《སྣར་》,དགོངས།,
,928,1298,1,《པེ་》《སྣར་》,༼ཏུ།,
,,1299,2,《པེ་》《སྣར་》,ཐོབ།,
