མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,
,,1300,2,《པེ་》《སྣར་》,mའདིར།,,,,,
,,1301,3,《པེ་》《སྣར་》,pདེ།,,,,,
,,1302,4,《པེ་》《སྣར་》,mཐོབ་པ།,,,,,
,,1303,5,《སྣར་》,mཡང་།,,,,,
,,1304,6,《པེ་》《སྣར་》,པ།,,,,,
,,1305,7,《པེ་》《སྣར་》,ཡོད།,,,,,
,,1306,8,《པེ་》《སྣར་》,དོར།,,,,,
,240,1307,1,《པེ་》,ནི་མི།, 《སྣར་》,ནི་མ།,,,
,,1308,2,《པེ་》《སྣར་》,བརྟག,,,,,
,,1309,3,《པེ་》《སྣར་》,པས།,,,,,
,,1310,4,《པེ་》《སྣར་》,པ་ཡི། །འགོགས།,,,,,
,,1311,5,《སྣར་》,ཡིན།,,,,,
,,1312,6,《པེ་》《སྣར་》,བཅད།,,,,,
,,1313,7,《པེ་》《སྣར་》,ཤིག,,,,,
,,1314,8,《པེ་》《སྣར་》,བྱས་ཏེ།,,,,,
,,1315,9,《སྣར་》,གྱིས།,,,,,
,,1316,10,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1317,11,《པེ་》《སྣར་》,དཔྱད།,,,,,
,,1318,12,《སྣར་》,གང་།,,,,,
,,1319,13,《པེ་》《སྣར་》,བ།,,,,,
,241,1320,1,《སྣར་》,ཀྱི།,,,,,
,,1321,2,《པེ་》《སྣར་》,mཔས།,,,,,
,,1322,3,《པེ་》《སྣར་》,པས།,,,,,
,,1323,4,《པེ་》《སྣར་》,བཞག,,,,,
,,1324,5,《པེ་》《སྣར་》,བཅས།,,,,,
,,1325,6,《སྣར་》,། །,,,,,
,,1326,7,《པེ་》《སྣར་》,mནི།,,,,,
,242,1327,1,《པེ་》《སྣར་》,mབ།,,,,,
,,1328,2,《པེ་》《སྣར་》,མ་ལོག་པ།,,,,,
,,1329,3,《སྣར་》,པའི།,,,,,
,,1330,4,《སྣར་》,pདོ།།,,,,,
,,1331,5,《ཅོ་》,pལས།,,,,,
,,1332,6,《པེ་》《སྣར་》,ནི།,,,,,
,,1333,7,《པེ་》《སྣར་》,པས།,,,,,
,,1334,8,《པེ་》《སྣར་》,ནས།,,,,,
,,1335,9,《ཅོ་》,སྤངས་པར།,,,,,
,243,1336,1,《པེ་》《སྣར་》,བའི།,,,,,
,,1337,2,《པེ་》《སྣར་》,pཔ།,,,,,
,,1338,3,《པེ་》《སྣར་》,པོ།,,,,,
,,1339,4,《པེ་》《སྣར་》,རྙེད།,,,,,
,,1340,5,《པེ་》《སྣར་》,བྱུང་།,,,,,
,,1341,6,《པེ་》《སྣར་》,བྱ།,,,,,
,,1342,7,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,,1343,8,《པེ་》《སྣར་》,mན།,,,,,
,,1344,9,《པེ་》《སྣར་》,གཟུང་།,,,,,
,244,1345,1,《པེ་》《སྣར་》,ལྟར།,,,,,
,,1346,2,《པེ་》《སྣར་》,མཚོ།,,,,,
,,1347,3,《པེ་》《སྣར་》,mཔ།,,,,,
,,1348,4,《སྣར་》,ཀྱིས།,,,,,
,,1349,5,《པེ་》《སྣར་》,བརྟག,,,,,
,,1350,6,《པེ་》《སྣར་》,དོ།།,,,,,
,,1351,7,《པེ་》,ཀྱི།, 《སྣར་》,ཀྱིང་།,,,
,,1352,8,《པེ་》《སྣར་》,གྱུར་པར།,,,,,
,,1353,9,《སྣར་》,pབདག,,,,,
,245,1354,1,《པེ་》《སྣར་》,སེམས།,,,,,
,,1355,2,《པེ་》《སྣར་》,mཅིག,,,,,
,,1356,3,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,1357,4,《སྣར་》,བུ།,,,,,
,,1358,5,《པེ་》《སྣར་》,པས།,,,,,
,,1359,6,《པེ་》,གཟུང་བ།, 《སྣར་》,གཟུགས།,,,
,,1360,7,《པེ་》《སྣར་》,mསང་།,,,,,
,,1361,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1362,9,《པེ་》《སྣར་》,ལ།,,,,,
,,1363,10,《སྣར་》,གཅེན།,,,,,
,,1364,11,《པེ་》《སྣར་》,mམི།,,,,,
,246,1365,1,《པེ་》《སྣར་》,འཇུག,,,,,
,,1366,2,《པེ་》《སྣར་》,mམི།,,,,,
,,1367,3,《པེ་》《སྣར་》,mབ།,,,,,
,,1368,4,《སྣར་》,ཀྱིས།,,,,,
,,1369,5,《པེ་》《སྣར་》,སོ། །དེ་ན།,,,,,
,,1370,6,《པེ་》,གི།,,,,,
,,1371,7,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1372,8,《པེ་》,ལྟར།,,,,,
,,1373,9,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1374,10,《པེ་》《སྣར་》,mདང་།,,,,,
,247,1375,1,《པེ་》《སྣར་》,pཔ།,,,,,
,,1376,2,《སྣར་》,ལ།,,,,,
,,1377,3,《པེ་》《སྣར་》,བརྟན།,,,,,
,,1378,4,《པེ་》《སྣར་》,བར།,,,,,
,,1379,5,《པེ་》,འཁོར།,,,,,
,,1380,6,《པེ་》《སྣར་》,mདོ།,,,,,
,,1381,7,《པེ་》《སྣར་》,སྔོ།,,,,,
,,1382,8,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1383,9,《པེ་》《སྣར་》,བརྟན་པ་ན།,,,,,
,248,1384,1,《པེ་》《སྣར་》,བདག,,,,,
,,1385,2,《པེ་》《སྣར་》,འདོམ།,,,,,
,,1386,3,《པེ་》《སྣར་》,pགཏི་མུག་མེད།,,,,,
,,1387,4,《སྣར་》,pཔ།,,,,,
,,1388,5,《པེ་》,རྣམས།,,,,,
,,1389,6,《སྣར་》,ཕྱིན།,,,,,
,,1390,7,《པེ་》《སྣར་》,མལ།,,,,,
,,1391,8,《པེ་》,གི།,,,,,
,,1392,9,《པེ་》《སྣར་》,pདང་།,,,,,
,,1393,10,《སྣར་》,རྒྱུད།,,,,,
,249,1394,1,《སྣར་》,འདས་པར།,,,,,
,250,1395,1,《པེ་》《སྣར་》,གཅོད།,,,,,
,,1396,2,《པེ་》《སྣར་》,mཤེས་རབ་ཀྱི།,,,,,
,,1397,3,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,1398,4,《པེ་》《སྣར་》,གིས།,,,,,
,,1399,5,《པེ་》《སྣར་》,འདྲངས།,,,,,
,,1400,6,《པེ་》《སྣར་》,ངོམས།,,,,,
,,1401,7,《པེ་》《སྣར་》,mདག,,,,,
,,1402,8,《པེ་》《སྣར་》,mཔ།,,,,,
,,1403,9,《པེ་》《སྣར་》,བདེ་བ།,,,,,
,,1404,10,《པེ་》,བའི།,,,,,
,,1405,11,《སྣར་》,འགོད།,,,,,
,,1406,12,《པེ་》,ལྷན།,,,,,
,251,1407,1,《པེ་》《སྣར་》,ཏོ།།,,,,,
,,1408,2,《སྣར་》,བླ་བར་བྱས་པ།,,,,,
,,1409,3,《པེ་》《སྣར་》,pནི།,,,,,
,,1410,4,《པེ་》《སྣར་》,བ་མི་བྱའོ།།,,,,,
,,1411,5,《པེ་》《སྣར་》,mམདོ་སྡེ་གཞན་དང་འགལ་བའི་ཕྱིར་རོ།།,,,,,
,,1412,6,《པེ་》《སྣར་》,གསད།,,,,,
,,1413,7,《པེ་》《སྣར་》,pན།,,,,,
,,1414,8,《པེ་》,ཆུ།,,,,,
,,1415,9,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1416,10,《པེ་》《སྣར་》,ལ་སོགས་པ་དེས།,,,,,
,,1417,11,《སྣར་》,mམ།,,,,,
,252,1418,1,《པེ་》《སྣར་》,དེ།,,,,,
,,1419,2,《སྣར་》,ཡིད།,,,,,
,,1420,3,《པེ་》《སྣར་》,འཆེས་པར།,,,,,
,,1421,4,《པེ་》,གསུངས་པ།,,,,,
,,1422,5,《པེ་》《སྣར་》,སྐྱུགས།,,,,,
,,1423,6,《པེ་》《སྣར་》,པར།,,,,,
,,1424,7,《པེ་》《སྣར་》,mདེ་ནི།,,,,,
,,1425,8,《པེ་》《སྣར་》,mདེ།,,,,,
,,1426,9,《སྣར་》,ལར།,,,,,
,253,1427,1,《པེ་》《སྣར་》,mཕྱིར།,,,,,
,,1428,2,《པེ་》《སྣར་》,mནོ།,,,,,
,,1429,3,《པེ་》《སྣར་》,mནོ།,,,,,
,,1430,4,《པེ་》《སྣར་》,པ།,,,,,
,,1431,5,《པེ་》《སྣར་》,pབ།,,,,,
,,1432,6,《པེ་》《སྣར་》,གསུང་བ།,,,,,
,,1433,7,《པེ་》《སྣར་》,སྔ་ཡོད་དེ།, 《སྣར་》,ལྔ་ཡོད་དེ།,,,
,254,1434,1,《པེ་》《སྣར་》,རྟོག,,,,,
,,1435,2,《སྣར་》,གསུང་།,,,,,
,,1436,3,《པེ་》《སྣར་》,mདང་།,,,,,
,,1437,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1438,5,《པེ་》《སྣར་》,mཇི།,,,,,
,,1439,6,《པེ་》《སྣར་》,བསྒྲུབ་པའི།,,,,,
,,1440,7,《པེ་》《སྣར་》,འཁྲུགས།,,,,,
,,1441,8,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,1442,9,《པེ་》《སྣར་》,གཡོ་བའི།,,,,,
,255,1443,1,《པེ་》《སྣར་》,སྟིའི།,,,,,
,,1444,2,《སྣར་》,དེ།,,,,,
,,1445,3,《པེ་》,mཡང་།,,,,,
,,1446,4,《པེ་》,mདོ།,,,,,
,256,1447,1,《པེ་》《སྣར་》,པར།,,,,,
,,1448,2,《སྣར་》,ག,,,,,
,,1449,3,《པེ་》《སྣར་》,mདེ།,,,,,
,257,1450,1,《པེ་》《སྣར་》,pཉིད་པ།,,,,,
,,1451,2,《པེ་》《སྣར་》,mཉིད།,,,,,
,,1452,3,《པེ་》《སྣར་》,mལྟ།,,,,,
,,1453,4,《པེ་》《སྣར་》,སྤྱོད།,,,,,
,,1454,5,《པེ་》《སྣར་》,mལྟ།,,,,,
,,1455,6,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,1456,7,《པེ་》《སྣར་》,ནས།,,,,,
,,1457,8,《པེ་》,mངེ་།,,,,,
,,1458,9,《པེ་》,སྒོམ།, 《སྣར་》,སྒོབ།,,,
,258,1459,1,《པེ་》《སྣར་》,སྒོམ།,,,,,
,,1460,2,《པེ་》《སྣར་》,ཉིད།,,,,,
,,1461,3,《པེ་》《སྣར་》,mལྟ་བ།,,,,,
,,1462,4,《པེ་》《སྣར་》,བསླུ།,,,,,
,,1463,5,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,1464,6,《པེ་》《སྣར་》,བསླུ།,,,,,
,,1465,7,《པེ་》《སྣར་》,mལྟ།,,,,,
,,1466,8,《པེ་》《སྣར་》,བསླུ།,,,,,
,,1467,9,《པེ་》《སྣར་》,བླང་བར།,,,,,
,,1468,10,《པེ་》《སྣར་》,རྣམ་པར་འཇིག,,,,,
,,1469,11,《པེ་》《སྣར་》,mབ།,,,,,
,,1470,12,《པེ་》《སྣར་》,mབ།,,,,,
,,1471,13,《པེ་》《སྣར་》,བྱའོ།།,,,,,
,,1472,14,《པེ་》《སྣར་》,བཅད།,,,,,
,259,1473,1,《པེ་》《སྣར་》,བཅད།,,,,,
,,1474,2,《པེ་》《སྣར་》,བཅད།,,,,,
,,1475,3,《པེ་》《སྣར་》,རྟེན།,,,,,
,,1476,4,《པེ་》,བུ།,,,,,
,,1477,5,《པེ་》《སྣར་》,པ།,,,,,
,260,1478,1,《པེ་》《སྣར་》,mདུས།,,,,,
,,1479,2,《པེ་》《སྣར་》,ཞེས་པ།,,,,,
,,1480,3,《པེ་》《སྣར་》,mགཞན་ཡང་།,,,,,
,,1481,4,《པེ་》《སྣར་》,mཔ།,,,,,
,,1482,5,《པེ་》《སྣར་》,དེ།,,,,,
,,1483,6,《པེ་》《སྣར་》,mབར་བྱ།,,,,,
,261,1484,1,《པེ་》《སྣར་》,པར།,,,,,
,,1485,2,《པེ་》《སྣར་》,mནོ།,,,,,
,,1486,3,《པེ་》《སྣར་》,mའཛིན་དུ།,,,,,
,,1487,4,《པེ་》《སྣར་》,mཏེ་དེས་ན།,,,,,
,,1488,5,《པེ་》《སྣར་》,དང་ཞེ།,,,,,
,262,1489,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1490,2,《པེ་》《སྣར་》,བསྒྲུབ་པར།,,,,,
,,1491,3,《པེ་》《སྣར་》,pཇི་ལྟ་བ།,,,,,
,,1492,4,《པེ་》《སྣར་》,མིན་ནོ།,,,,,
,,1493,5,《པེ་》《སྣར་》,ཡིན།,,,,,
,,1494,6,《པེ་》《སྣར་》,pཡིན་པ།,,,,,
,263,1495,1,《པེ་》《སྣར་》,མང་བ།,,,,,
,,1496,2,《པེ་》《སྣར་》,རེ་ཞིག,,,,,
,,1497,3,《པེ་》,བཟོད།,,,,,
,,1498,4,《པེ་》《སྣར་》,ངེས།,,,,,
,,1499,5,《པེ་》《སྣར་》,མ།,,,,,
,,1500,6,《པེ་》《སྣར་》,དེ།,,,,,
,,1501,7,《སྣར་》,གྱིས།,,,,,
,,1502,8,《པེ་》《སྣར་》,ན།,,,,,
,,1503,9,《པེ་》《སྣར་》,འཁྱམ།,,,,,
,,1504,10,《པེ་》《སྣར་》,ནི།,,,,,
,264,1505,1,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,1506,2,《སྣར་》,རིག,,,,,
,,1507,3,《པེ་》《སྣར་》,ནས།,,,,,
,,1508,4,《སྣར་》,བཟུང་།,,,,,
,,1509,5,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1510,6,《པེ་》《སྣར་》,དཀྲུགས།,,,,,
,,1511,7,《པེ་》《སྣར་》,ནམ།,,,,,
,,1512,8,《པེ་》《སྣར་》,ལས།,,,,,
,,1513,9,《པེ་》《སྣར་》,ཞིག,,,,,
,,1514,10,《སྣར་》,བཅུ།,,,,,
,,1515,11,《པེ་》《སྣར་》,pས།,,,,,
,265,1516,1,《པེ་》《སྣར་》,pནི།,,,,,
,,1517,2,《པེ་》《སྣར་》,ལས།,,,,,
,,1518,3,《པེ་》,ཀྱིས།,,,,,
,,1519,4,《པེ་》《སྣར་》,དེར།,,,,,
,,1520,5,《པེ་》《སྣར་》,mལ།,,,,,
,266,1521,1,《པེ་》《སྣར་》,བསལ།,,,,,
,,1522,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1523,3,《པེ་》《སྣར་》,པོས།,,,,,
,,1524,4,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1525,5,《པེ་》《སྣར་》,mདགོས།,,,,,
,,1526,6,《པེ་》《སྣར་》,སྲེད།,,,,,
,,1527,7,《པེ་》,འགག,,,,,
,,1528,8,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1529,9,《པེ་》《སྣར་》,pདེ།,,,,,
,,1530,10,《སྣར་》,གསལ།,,,,,
,267,1531,1,《པེ་》《སྣར་》,པོ།,,,,,
,,1532,2,《སྣར་》,པས།,,,,,
,,1533,3,《སྣར་》,སྤྱོད།,,,,,
,,1534,4,《པེ་》《སྣར་》,pདེ།,,,,,
,,1535,5,《པེ་》,མོ།,,,,,
,,1536,6,《པེ་》《སྣར་》,གྱི།,,,,,
,,1537,7,《པེ་》《སྣར་》,འཇིག,,,,,
,,1538,8,《པེ་》《སྣར་》,བཟུད།,,,,,
,,1539,9,《པེ་》《སྣར་》,གི།,,,,,
,,1540,10,《པེ་》《སྣར་》,མ།,,,,,
,,1541,11,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1542,12,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1543,13,《པེ་》《སྣར་》,རྣམས།,,,,,
,268,1544,1,《པེ་》《སྣར་》,ན།,,,,,
,,1545,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1546,3,《པེ་》《སྣར་》,གི།,,,,,
,,1547,4,《སྣར་》,བཟུད།,,,,,
,,1548,5,《པེ་》《སྣར་》,ན་བརྫུས།,,,,,
,,1549,6,《པེ་》《སྣར་》,གི།,,,,,
,,1550,7,《པེ་》《སྣར་》,པ།,,,,,
,,1551,8,《པེ་》《སྣར་》,པར།,,,,,
,,1552,9,《པེ་》《སྣར་》,ལྟ།,,,,,
,,1553,10,《པེ་》,ཅི།,,,,,
,269,1554,1,《སྣར་》,mཔ།,,,,,
,,1555,2,《པེ་》《སྣར་》,འདྲ་བ།,,,,,
,,1556,3,《པེ་》,བ།, 《སྣར་》,mཡང་དག་པ།,,,
,,1557,4,《པེ་》《སྣར་》,མ།,,,,,
,,1558,5,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,1559,6,《པེ་》《སྣར་》,རྟོག་ན།,,,,,
,,1560,7,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,1561,8,《པེ་》《སྣར་》,རྟོགས།,,,,,
,,1562,9,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1563,10,《པེ་》《སྣར་》,མིན།,,,,,
,270,1564,1,《པེ་》《སྣར་》,mཆོས་ལ།,,,,,
,,1565,2,《པེ་》《སྣར་》,ལ།,,,,,
,,1566,3,《པེ་》《སྣར་》,སྤང་བའི།,,,,,
,,1567,4,《སྣར་》,པ།,,,,,
,,1568,5,《པེ་》《སྣར་》,ཐོབ།,,,,,
,,1569,6,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,1570,7,《པེ་》《སྣར་》,mཔར།,,,,,
,,1571,8,《པེ་》,འོགས།,,,,,
,,1572,9,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1573,10,《པེ་》《སྣར་》,གིས།,,,,,
,,1574,11,《པེ་》《སྣར་》,འཐོབ།,,,,,
,271,1575,1,《པེ་》《སྣར་》,བརྟག,,,,,
,,1576,2,《སྣར་》,དད་པ།,,,,,
,,1577,3,《པེ་》《སྣར་》,པར།,,,,,
,,1578,4,《པེ་》,རབ།, 《སྣར་》,བར།,,,
,,1579,5,《པེ་》,པ།,,,,,
,,1580,6,《པེ་》《སྣར་》,mལ།,,,,,
,,1581,7,《ཅོ་》,mཉིད་དུ།,,,,,
,,1582,8,《སྣར་》,སྙིད།,,,,,
,,1583,9,《པེ་》《སྣར་》,བསླུ།,,,,,
,,1584,10,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1585,11,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1586,12,《པེ་》《སྣར་》,བསླུ།,,,,,
,,1587,13,《སྣར་》,སལ་བར་གྱམ་པ་ཉིད་བུ།,,,,,
,,1588,14,《སྣར་》,སྨད།,,,,,
,272,1589,1,《པེ་》《སྣར་》,བསླུ་བ།,,,,,
,,1590,2,《པེ་》,དུ་ལམ།,,,,,
,,1591,3,《པེ་》《སྣར་》,mན།,,,,,
,,1592,4,《པེ་》《སྣར་》,mནི།,,,,,
,,1593,5,《པེ་》,ན།, 《སྣར་》,ནི།,,,
,,1594,6,《པེ་》《སྣར་》,དུ།,,,,,
,,1595,7,《པེ་》《སྣར་》,གིས།,,,,,
,,1596,8,《པེ་》,དུ་རྟོག་ལ་རག, 《སྣར་》,དུ་རྟོག་ལ་དག,,,
,,1597,9,《པེ་》《སྣར་》,mནི།,,,,,
,,1598,10,《པེ་》《སྣར་》,mརོ།,,,,,
,,1599,11,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1600,12,《པེ་》《སྣར་》,སྤྱིའི།,,,,,
,273,1601,1,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1602,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1603,3,《པེ་》《སྣར་》,རྩོད།,,,,,
,,1604,4,《པེ་》《སྣར་》,mརོ།,,,,,
,,1605,5,《པེ་》《སྣར་》,གི།,,,,,
,274,1606,1,《པེ་》《སྣར་》,mནི།,,,,,
,,1607,2,《པེ་》《སྣར་》,ལ།,,,,,
,,1608,3,《པེ་》《སྣར་》,པ།,,,,,
,,1609,4,《པེ་》《སྣར་》,mན།,,,,,
,,1610,5,《པེ་》《སྣར་》,mསོ།,,,,,
,,1611,6,《ཅོ་》,འཇུག,,,,,
,,1612,7,《པེ་》《སྣར་》,མ་གསུངས་ཀྱིས།,,,,,
,,1613,8,《པེ་》《སྣར་》,གསུངས་པར།,,,,,
,,1614,9,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1615,10,《པེ་》《སྣར་》,གིས།,,,,,
,,1616,11,《པེ་》《སྣར་》,གི།,,,,,
,,1617,12,《པེ་》《སྣར་》,འདིར།,,,,,
,,1618,13,《པེ་》《སྣར་》,mགང་།,,,,,
,275,1619,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1620,2,《པེ་》《སྣར་》,mཀྱིས།,,,,,
,,1621,3,《སྣར་》,mམིང་མེད་པ་རྣམས།,,,,,
,,1622,4,《པེ་》《སྣར་》,mན།,,,,,
,,1623,5,《པེ་》《སྣར་》,པ་རྟགས།,,,,,
,,1624,6,《པེ་》《སྣར་》,བརྟགས།,,,,,
,,1625,7,《པེ་》《སྣར་》,mགང་།,,,,,
,,1626,8,《པེ་》《སྣར་》,mདེ་ཡང་།,,,,,
,,1627,9,《པེ་》《སྣར་》,pདེ།,,,,,
,,1628,10,《སྣར་》,གོངས།,,,,,
,276,1629,1,《པེ་》《སྣར་》,ལས།,,,,,
,,1630,2,《པེ་》《སྣར་》,ལ།,,,,,
,,1631,3,《པེ་》《སྣར་》,pམ།,,,,,
,,1632,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1633,5,《པེ་》《སྣར་》,གསུངས་སམ།,,,,,
,,1634,6,《པེ་》《སྣར་》,དཔའ།,,,,,
,277,1635,1,《པེ་》《སྣར་》,བརྙེད།,,,,,
,,1636,2,《པེ་》《སྣར་》,ཤེས།,,,,,
,,1637,3,《པེ་》《སྣར་》,mརོ།,,,,,
,,1638,4,《པེ་》《སྣར་》,པར།,,,,,
,,1639,5,《པེ་》《སྣར་》,པར།,,,,,
,,1640,6,《སྣར་》,བགད།,,,,,
,,1641,7,《པེ་》《སྣར་》,བས།,,,,,
,,1642,8,《སྣར་》,འགྱུར་བ།,,,,,
,,1643,9,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1644,10,《པེ་》《སྣར་》,བལྟམ།,,,,,
,278,1645,1,《པེ་》《སྣར་》,ལས།,,,,,
,,1646,2,《པེ་》《སྣར་》,ནས།,,,,,
,,1647,3,《པེ་》《སྣར་》,བར།,,,,,
,,1648,4,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1649,5,《པེ་》《སྣར་》,བལྟམ།,,,,,
,,1650,6,《པེ་》《སྣར་》,འབྱུང་།,,,,,
,279,1651,1,《པེ་》《སྣར་》,དཔའ་དེ།,,,,,
,,1652,2,《པེ་》《སྣར་》,pརོ།།,,,,,
,,1653,3,《པེ་》《སྣར་》,གཏང་།,,,,,
,,1654,4,《པེ་》《སྣར་》,རྟེན།,,,,,
,,1655,5,《སྣར་》,ཅི།,,,,,
,,1656,6,《པེ་》《སྣར་》,mདེ།,,,,,
,,1657,7,《པེ་》《སྣར་》,པས།,,,,,
,,1658,8,《པེ་》《སྣར་》,mབ།,,,,,
,,1659,9,《པེ་》《སྣར་》,ལ།,,,,,
,,1660,10,《པེ་》《སྣར་》,ལྟ།,,,,,
,,1661,11,《སྣར་》,བར།,,,,,
,,1662,12,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,1663,13,《པེ་》《སྣར་》,pགང་།,,,,,
,,1664,14,《པེ་》《སྣར་》,mཅན་རྣམས།,,,,,
,280,1665,1,《པེ་》《སྣར་》,ལྟ།,,,,,
,,1666,2,《པེ་》《སྣར་》,གསུངས་པ།,,,,,
,,1667,3,《པེ་》,ཀྱི་དེ་དག, 《སྣར་》,ཀྱིས་དེ་དག,,,
,,1668,4,《སྣར་》,pཏེ།,,,,,
,,1669,5,《པེ་》《སྣར་》,དགོངས།,,,,,
,,1670,6,《སྣར་》,pཇི།,,,,,
,,1671,7,《པེ་》,mཉིད།,,,,,
,,1672,8,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1673,9,《སྣར་》,བར།,,,,,
,,1674,10,《པེ་》《སྣར་》,ཁར།,,,,,
,,1675,11,《པེ་》《སྣར་》,mཔ།,,,,,
,281,1676,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,1677,2,《པེ་》《སྣར་》,ལ།,,,,,
,,1678,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1679,4,《པེ་》,mནི།,,,,,
,,1680,5,《སྣར་》,ངེས།,,,,,
,,1681,6,《པེ་》《སྣར་》,ལ།,,,,,
,,1682,7,《པེ་》《སྣར་》,རིགས།,,,,,
,,1683,8,《སྣར་》,ཀྱིས།,,,,,
,,1684,9,《པེ་》《སྣར་》,བླའི།  དེ།,,,,,
,,1685,10,《པེ་》《སྣར་》,mམི།,,,,,
,282,1686,1,《པེ་》《སྣར་》,བྱས་ཀྱང་ལྷ་བར་བྱས།,,,,,
,,1687,2,《སྣར་》,ལས།,,,,,
,,1688,3,《པེ་》《སྣར་》,བ།,,,,,
,,1689,4,《པེ་》,ཤི།,,,,,
,,1690,5,《པེ་》《སྣར་》,སློང་།,,,,,
,,1691,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1692,7,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,1693,8,《པེ་》《སྣར་》,པའི་སྒོམ།,,,,,
,,1694,9,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,1695,10,《སྣར་》,འདྲི།,,,,,
,,1696,11,《པེ་》《སྣར་》,གི།,,,,,
,,1697,12,《པེ་》《སྣར་》,pདུ།,,,,,
,,1698,13,《པེ་》《སྣར་》,ཟློག,,,,,
,,1699,14,《པེ་》《སྣར་》,མཐུན་ན།,,,,,
,283,1700,1,《པེ་》《སྣར་》,རིག,,,,,
,,1701,2,《པེ་》《སྣར་》,རིག,,,,,
,,1702,3,《པེ་》《སྣར་》,གཞག,,,,,
,,1703,4,《པེ་》《སྣར་》,པས།,,,,,
,,1704,5,《པེ་》《སྣར་》,བརྟགས།,,,,,
,,1705,6,《པེ་》《སྣར་》,འཇུག,,,,,
,,1706,7,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,1707,8,《སྣར་》,དགོངས།,,,,,
,284,1708,1,《སྣར་》,བགོས།,,,,,
,,1709,2,《པེ་》《སྣར་》,སྨོན།,,,,,
,,1710,3,《པེ་》《སྣར་》,པ།,,,,,
,,1711,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,1712,5,《པེ་》《སྣར་》,ཡ།,,,,,
,,1713,6,《པེ་》《སྣར་》,གྱིས།,,,,,
,,1714,7,《པེ་》《སྣར་》,པ།,,,,,
,285,1715,1,《པེ་》《སྣར་》,pསྙན་པ་ཉིད་དང་།,,,,,
,,1716,2,《པེ་》《སྣར་》,བཟུང་བླ།,,,,,
,,1717,3,《པེ་》《སྣར་》,གཡེངས་པ།,,,,,
,,1718,4,《པེ་》《སྣར་》,བཟུང་བླ།,,,,,
,,1719,5,《པེ་》《སྣར་》,གཡེངས།,,,,,
,,1720,6,《པེ་》《སྣར་》,mཆོས།,,,,,
,,1721,7,《པེ་》《སྣར་》,mཆོས་མཉན་པར་འདོད་པས་རྣམ་པ་བཅུ་དྲུག་དང་ལྡན་པས།,,,,,
,,1722,8,《པེ་》《སྣར་》,mཡང་།,,,,,
,,1723,9,《པེ་》《སྣར་》,ཤེས།,,,,,
,286,1724,1,《སྣར་》,བཟུང་།,,,,,
,,1725,2,《པེ་》《སྣར་》,སྟོན།,,,,,
,,1726,3,《པེ་》《སྣར་》,གཞུག,,,,,
