མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,166,9,《པེ་》《སྣར་》,mཕྱིར་འོང་བ་དང་།,,,,,
,,167,10,《ཅོ་》,pསྟེ།,,,,,
,,168,11,《པེ་》《སྣར་》,mཉན་ཐོས་ཀྱི།,,,,,
,,169,12,《པེ་》《སྣར་》,པར།,,,,,
,,170,13,《པེ་》《སྣར་》,pགྱི་ཁམས།,,,,,
,460,171,1,《པེ་》《སྣར་》,དོ།།,,,,,
,,172,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,173,3,《པེ་》《སྣར་》,ལ།,,,,,
,,174,4,《པེ་》《སྣར་》,mབོ།,,,,,
,,175,5,《པེ་》《སྣར་》,ཤོལ།,,,,,
,,176,6,《པེ་》《སྣར་》,སེམས་ཅན་སེམས་ཅན།,,,,,
,,177,7,《པེ་》《སྣར་》,དགལ།,,,,,
,,178,8,《པེ་》《སྣར་》,གིས།,,,,,
,,179,9,《པེ་》《སྣར་》,ཉམས།,,,,,
,,180,10,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,461,181,1,《པེ་》《སྣར་》,mགཞན།,,,,,
,,182,2,《པེ་》《སྣར་》,མཐོངས་པ་དེ།,,,,,
,,183,3,《པེ་》《སྣར་》,པ་བསྐྱེད།,,,,,
,,184,4,《པེ་》《སྣར་》,གི།,,,,,
,,185,5,《པེ་》《སྣར་》《ཅོ་》,བས།,,,,,
,,186,6,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,187,7,《པེ་》《སྣར་》,པའི།,,,,,
,,188,8,《པེ་》《སྣར་》,རྒྱ་བ།,,,,,
,,189,9,《པེ་》《སྣར་》,རྨས།,,,,,
,,190,10,《པེ་》《སྣར་》,གྱིས།,,,,,
,,191,11,《པེ་》《སྣར་》,རྨས།,,,,,
,,192,12,《པེ་》《སྣར་》,དཔའ།,,,,,
,462,193,1,《པེ་》《སྣར་》,བཟོད།,,,,,
,,194,2,《པེ་》《སྣར་》,པ།,,,,,
,,195,3,《པེ་》《སྣར་》,པར།,,,,,
,,196,4,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,197,5,《པེ་》《སྣར་》,བརྟག,,,,,
,,198,6,《པེ་》《སྣར་》,mདེ་དག་གི།,,,,,
,,199,7,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,463,200,1,《པེ་》《སྣར་》,པར།,,,,,
,,201,2,《པེ་》《སྣར་》,པར་བསྐྱེད།,,,,,
,,202,3,《པེ་》《སྣར་》,སྐྱེད།,,,,,
,,203,4,《པེ་》,གི།,,,,,
,,204,5,《པེ་》,པ་བས་སྟོན་པ།,《སྣར་》,བས་སྟོན་པ།,,,
,,205,6,《པེ་》《སྣར་》,ཞིག་ལ་མི་བརྟེན།,,,,,
,,206,7,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,207,8,《པེ་》《སྣར་》,དང་། དད་པ།,,,,,
,,208,9,《པེ་》《སྣར་》,mརང་།,,,,,
,,209,10,《པེ་》《སྣར་》,གཞན།,,,,,
,,210,11,《པེ་》《སྣར་》,ལ།,,,,,
,464,211,1,《པེ་》《སྣར་》,mཆེས།,,,,,
,,212,2,《པེ་》《སྣར་》,པར།,,,,,
,,213,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,214,4,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,215,5,《པེ་》《སྣར་》,mདུ།,,,,,
,,216,6,《པེ་》《སྣར་》,པར།,,,,,
,,217,7,《པེ་》《སྣར་》,pགང་ལ་ལ་ཞིག་ཆེས་གྲངས་མེད་པར་བསྐྱེད་དོ།།,,,,,
,,218,8,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,465,219,1,《པེ་》《སྣར་》,pལྔ།,,,,,
,466,220,1,《པེ་》《སྣར་》,mཡང་བརྗོད་དུ་མེད་པའི།,,,,,
,,221,2,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,222,3,《པེ་》《སྣར་》,mདང་།,,,,,
,,223,4,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,224,5,《པེ་》《སྣར་》,mལ།,,,,,
,,225,6,《པེ་》《སྣར་》,mལས།,,,,,
,,226,7,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,227,8,《པེ་》《སྣར་》,ཅིང་།,,,,,
,,228,9,《པེ་》《སྣར་》,mགང་།,,,,,
,,229,10,《པེ་》《སྣར་》,mདུ།,,,,,
,,230,11,《པེ་》《སྣར་》,པ།,,,,,
,467,231,1,《པེ་》《སྣར་》,བུར།,,,,,
,,232,2,《པེ་》《སྣར་》,ཐོག,,,,,
,,233,3,《པེ་》《སྣར་》,mགིས།,,,,,
,,234,4,《པེ་》《སྣར་》,བརྟེན།,,,,,
,,235,5,《པེ་》《སྣར་》,འདས།,,,,,
,,236,6,《པེ་》《སྣར་》,ཐོག་སྟེ།,,,,,
,,237,7,《པེ་》《སྣར་》,mམི།,,,,,
,,238,8,《པེ་》《སྣར་》,རྟེན།,,,,,
,468,239,1,《པེ་》《སྣར་》,དེས།,,,,,
,,240,2,《པེ་》,གྱིས།,,,,,
,,241,3,《པེ་》《སྣར་》,mའཇིག་རྟེན་གྱི།,,,,,
,,242,4,《པེ་》《སྣར་》,mབ།,,,,,
,,243,5,《པེ་》《སྣར་》,བ།,,,,,
,,244,6,《པེ་》《སྣར་》,mབ།,,,,,
,,245,7,《པེ་》《སྣར་》,གྱི།,,,,,
,469,246,1,《པེ་》《སྣར་》,པར།,,,,,
,,247,2,《པེ་》《སྣར་》,mསྩོགས།,,,,,
,,248,3,《པེ་》,pའདི་ལ་རི་མོ།,,,,,
,,249,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,250,5,《པེ་》《སྣར་》,ཤཱ།,,,,,
,,251,6,《པེ་》《སྣར་》,ཤཱ།,,,,,
,,252,7,《པེ་》《སྣར་》,དེ།,,,,,
,,253,8,《པེ་》《སྣར་》,བྱུང་།,,,,,
,,254,9,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,470,255,1,《པེ་》《སྣར་》,ལ།,《ཅོ་》,ལ་མི།,,,
,,256,2,《པེ་》《སྣར་》,དེ།,,,,,
,,257,3,《པེ་》《སྣར་》,mལ།,,,,,
,,258,4,《པེ་》,mའདོད་པ།,,,,,
,471,259,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,260,2,《ཅོ་》,mལ།,,,,,
,472,261,1,《པེ་》《སྣར་》,བརྟན།,,,,,
,,262,2,《པེ་》《སྣར་》,འདོད་པ།,,,,,
,,263,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,473,264,1,《པེ་》《སྣར་》,འཚོལ།,,,,,
,,265,2,《པེ་》《སྣར་》《ཅོ་》,དགོས།,,,,,
,,266,3,《པེ་》《སྣར་》,mཆེ་བ་དང་། ལོངས་སྤྱོད།,,,,,
,,267,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,268,5,《པེ་》《སྣར་》,བརྩལ།,,,,,
,474,269,1,《པེ་》《སྣར་》,སྐྲག,,,,,
,,270,2,《པེ་》《སྣར་》,ཉམས།,,,,,
,,271,3,《པེ་》《སྣར་》,རྩྭས།,,,,,
,,272,4,《པེ་》《སྣར་》,བརྩལ།,,,,,
,,273,5,《པེ་》《སྣར་》,ཉམས།,,,,,
,,274,6,《པེ་》《སྣར་》,mང་།,,,,,
,,275,7,《པེ་》《སྣར་》,བསྟན།,,,,,
,,276,8,《པེ་》《སྣར་》,གྱི།,,,,,
,,277,9,《པེ་》《སྣར་》,mཁྱིམ་པ།,,,,,
,,278,10,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,279,11,《པེ་》《སྣར་》,པ།,,,,,
,,280,12,《པེ་》《སྣར་》,mཚོལ་གྱི་མི་མཐུན་པས།,,,,,
,,281,13,《པེ་》《སྣར་》,ཚོལ་བ་ཡིན་གྱི་ལོག་པས་ཚོལ།,,,,,
,,282,14,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,283,15,《པེ་》《སྣར་》,pདང་།,,,,,
,475,284,1,《པེ་》《སྣར་》,དེ།,,,,,
,,285,2,《པེ་》《སྣར་》,mདང་།,,,,,
,,286,3,《པེ་》《སྣར་》,mདུ།,,,,,
,,287,4,《པེ་》《སྣར་》,གན།,,,,,
,476,288,1,《པེ་》《སྣར་》,མའི།,,,,,
,,289,2,《པེ་》《སྣར་》,pམི།,,,,,
,,290,3,《པེ་》《སྣར་》,pའདི།,,,,,
,,291,4,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,292,5,《པེ་》《སྣར་》,དམ།,,,,,
,,293,6,《པེ་》《སྣར་》,ལྷུང་།,,,,,
,,294,7,《སྣར་》,གཟུང་།,,,,,
,,295,8,《པེ་》《སྣར་》,གླུབས།,,,,,
,,296,9,《པེ་》《སྣར་》《ཅོ་》,སྦྱོར།,,,,,
,477,297,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,298,2,《པེ་》《སྣར་》,བསྒྲོད།,,,,,
,,299,3,《པེ་》《སྣར་》,ས་ལའི།,,,,,
,,300,4,《པེ་》《སྣར་》,སྦྱོང་།,,,,,
,,301,5,《པེ་》《སྣར་》,པས།,,,,,
,,302,6,《པེ་》《སྣར་》,བརྩོག,,,,,
,,303,7,《པེ་》《སྣར་》,རྣམ།,,,,,
,,304,8,《པེ་》《སྣར་》,mསྨད་པར་འོས་པ།,,,,,
,,305,9,《པེ་》《སྣར་》,པོ།,,,,,
,,306,10,《པེ་》《སྣར་》,མཁོལ།,,,,,
,,307,11,《པེ་》《སྣར་》,སྣག་དང་།ཤ,,,,,
,,308,12,《པེ་》《སྣར་》,mམ།,,,,,
,478,309,1,《པེ་》《སྣར་》,མ་རི།,《ཅོ་》,མའི།,,,
,,310,2,《པེ་》《སྣར་》,སྐྱེད་པ།,,,,,
,,311,3,《པེ་》《སྣར་》,སྩལ།,,,,,
,,312,4,《པེ་》《སྣར་》,pབ།,,,,,
,,313,5,《པེ་》,ཛམྦུ།,,,,,
,,314,6,《པེ་》《སྣར་》,pང་།,,,,,
,,315,7,《པེ་》《སྣར་》,mགང་།,,,,,
,,316,8,《པེ་》《སྣར་》,pཡང་།,,,,,
,479,317,1,《པེ་》,བཏབས།,,,,,
,,318,2,《པེ་》《སྣར་》,mལ།,,,,,
,,319,3,《སྣར་》,ཕྱི།,,,,,
,,320,4,《པེ་》《སྣར་》,བ་སྟེན་པར་བྱེད།,,,,,
,,321,5,《པེ་》《སྣར་》,ལྟུང་།,,,,,
,,322,6,《པེ་》《སྣར་》,འདི།,,,,,
,,323,7,《པེ་》《སྣར་》,རྟོག,,,,,
,,324,8,《པེ་》《སྣར་》,ན།,,,,,
,,325,9,《པེ་》《སྣར་》,པའི།,,,,,
,,326,10,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,327,11,《པེ་》《སྣར་》,mཔ།,,,,,
,,328,12,《སྣར་》,སྲུངས།,,,,,
,,329,13,《པེ་》,ཚམ་ཞིག་བདག་གི།,《སྣར་》,ཚམ་ཤིག་བདག་གི།,,,
,,330,14,《པེ་》《སྣར་》,mཡང་།,,,,,
,480,331,1,《པེ་》《སྣར་》,པར།,,,,,
,,332,2,《པེ་》《སྣར་》,བསྲེག,,,,,
,,333,3,《པེ་》《སྣར་》,བླུགས།,,,,,
,,334,4,《པེ་》《སྣར་》,ཟུག,,,,,
,,335,5,《པེ་》《སྣར་》,ཁམས།,,,,,
,,336,6,《པེ་》《སྣར་》,mནས།,,,,,
,,337,7,《པེ་》《སྣར་》,mབཅད།,,,,,
,,338,8,《པེ་》《སྣར་》,mདེ།,,,,,
,,339,9,《པེ་》《སྣར་》,pཚིགས།,,,,,
,,340,10,《པེ་》《སྣར་》,བཏུབས།,,,,,
,481,341,1,《པེ་》《སྣར་》,mཔ།,,,,,
,,342,2,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,343,3,《པེ་》《སྣར་》,mདེ།,,,,,
,,344,4,《པེ་》《སྣར་》,རླུང་།,,,,,
,,345,5,《པེ་》《སྣར་》,mཕྱེད་ནི་བྱུང་།,,,,,
,,346,6,《པེ་》《སྣར་》,རླུང་།,,,,,
,,347,7,《པེ་》《སྣར་》,ཉམ།,,,,,
,,348,8,《པེ་》《སྣར་》,རླུང་།,,,,,
,,349,9,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,350,10,《པེ་》《སྣར་》,mདེ།,,,,,
,,351,11,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,352,12,《པེ་》《སྣར་》,ལ་གཟུང་།,,,,,
,,353,13,《པེ་》《སྣར་》,ཆ།,,,,,
,,354,14,《པེ་》《སྣར་》,mདེ།,,,,,
,,355,15,《པེ་》《སྣར་》,རླུང་།,,,,,
,,356,16,《པེ་》《སྣར་》,དེས།,,,,,
,482,357,1,《པེ་》《སྣར་》,mཐར་ཏེ།,,,,,
,,358,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,359,3,《པེ་》《སྣར་》,mཀྱང་།,,,,,
,,360,4,《པེ་》《སྣར་》,སླས།,,,,,
,,361,5,《པེ་》《སྣར་》,ཞོས།,,,,,
,,362,6,《སྣར་》,ང་།,,,,,
,483,363,1,《པེ་》《སྣར་》,pདང་།,,,,,
,,364,2,《པེ་》《སྣར་》,འདྲུལ་པ།,,,,,
,,365,3,《པེ་》《སྣར་》,པ།,,,,,
,,366,4,《པེ་》,འཁྲེགས།,,,,,
,,367,5,《པེ་》《སྣར་》,ཟློག,,,,,
,,368,6,《པེ་》《སྣར་》,བླ།,,,,,
,,369,7,《པེ་》《སྣར་》,པ།,,,,,
,,370,8,《པེ་》《སྣར་》,པར།,,,,,
,,371,9,《སྣར་》,ཟློག,,,,,
,,372,10,《པེ་》《སྣར་》,བླ།,,,,,
,484,373,1,《པེ་》《སྣར་》,གཟུང་།,,,,,
,,374,2,《པེ་》《སྣར་》,mབཤེས་ནི་མེད།,,,,,
,,375,3,《པེ་》《སྣར་》,སྐམས།,,,,,
,,376,4,《པེ་》《སྣར་》,pསོ།,,,,,
,,377,5,《པེ་》《སྣར་》,འགྱུར།,,,,,
,,378,6,《པེ་》,སྟེ།,,,,,
,,379,7,《པེ་》《སྣར་》,བརྩེགས།,,,,,
,,380,8,《པེ་》《སྣར་》,ནས།,,,,,
,,381,9,《པེ་》《སྣར་》,pདེ།,,,,,
,485,382,1,《པེ་》《སྣར་》,པོ་དེ།,,,,,
,,383,2,《པེ་》《སྣར་》,གཏུག,,,,,
,,384,3,《པེ་》《སྣར་》,བདས།,,,,,
,,385,4,《པེ་》《སྣར་》,ཕ།,,,,,
,,386,5,《པེ་》《སྣར་》,མ།,,,,,
,,387,6,《པེ་》,ནི།,,,,,
,,388,7,《པེ་》《སྣར་》,པ།,,,,,
,,389,8,《པེ་》,ཀྱི།,,,,,
,,390,9,《པེ་》《སྣར་》,ལྟ།,,,,,
,,391,10,《པེ་》,སྐྲགས།,,,,,
,,392,11,《སྣར་》,ཆེག་རྣར།,,,,,
,,393,12,《ཅོ་》,mནི།,,,,,
,,394,13,《པེ་》《སྣར་》,mའདི།,,,,,
,,395,14,《ཅོ་》,བྱས་ཏེ།,,,,,
,486,396,1,《ཅོ་》,pཀྱང་།,,,,,
,,397,2,《པེ་》《སྣར་》,སྐོམས།,,,,,
,,398,3,《པེ་》《སྣར་》,pཔ།,,,,,
,,399,4,《པེ་》《སྣར་》,pནི།,,,,,
,,400,5,《པེ་》《སྣར་》,པོས་ནི།,,,,,
,,401,6,《པེ་》《སྣར་》,ནི་ཆལ་པར་བཀང་།,《སྣར་》,ན་འཆལ་པར་བཀང་།,,,
,,402,7,《པེ་》《སྣར་》,གྱིས་ནི་བདུགས།,,,,,
,,403,8,《པེ་》《སྣར་》,པྲ།,,,,,
,,404,9,《པེ་》《སྣར་》,ལིངྒ་པའི།,,,,,
,487,405,1,《པེ་》《སྣར་》,བཏིང་།,,,,,
,,406,2,《པེ་》《སྣར་》,pབ།,,,,,
,,407,3,《པེ་》《སྣར་》,འཁར།,,,,,
,,408,4,《པེ་》《སྣར་》,བསྒྲེངས།,,,,,
,,409,5,《པེ་》《སྣར་》,ཏཱ།,,,,,
,,410,6,《པེ་》《སྣར་》,གཡབ།,,,,,
